index,gameNum,gameId,isHome,period,clockStart,duration,scoreHome,scoreAway,scoreDiffStart,pointsScored,pointsAllowed,foulsCommitted,foulsDrawn,pointsLast3,pointsLast5,leadChange,shotDistance,runMagnitude,oRebsGrabbed,oRebsAllowed,timeouts,timeoutsOpp,result,season
35334,71,0022201068,h,2,720.0,16.0,33,31,4,0,2,0,0,0,0,False,17.0,-7,0,0,0,0,Opp Made FG,2022-23
35336,71,0022201068,h,2,704.0,20.0,33,31,2,0,0,0,0,0,0,False,25.0,-7,0,0,0,0,Opp Defensive Rebound,2022-23
35341,71,0022201068,h,2,684.0,19.0,33,34,2,0,3,0,0,0,0,True,25.0,-10,0,2,0,0,Opp Made FG,2022-23
35343,71,0022201068,h,2,665.0,24.0,33,34,-1,0,0,0,0,0,0,False,25.0,-10,0,0,0,0,Opp Defensive Rebound,2022-23
35344,71,0022201068,h,2,641.0,6.0,33,37,-1,0,3,0,0,0,0,False,29.0,-13,0,0,0,0,Opp Made FG,2022-23
35345,71,0022201068,h,2,635.0,13.0,36,37,-4,3,0,0,0,3,3,False,28.0,3,0,0,0,0,Made FG,2022-23
35346,71,0022201068,h,2,622.0,19.0,36,39,-1,0,2,0,0,3,3,False,16.0,-2,0,0,0,0,Opp Made FG,2022-23
35348,71,0022201068,h,2,603.0,11.0,36,39,-3,0,0,0,0,3,3,False,30.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
35350,71,0022201068,h,2,592.0,13.0,36,42,-3,0,3,1,0,0,3,False,27.0,-5,0,0,0,0,Opp Made FG,2022-23
35352,71,0022201068,h,2,579.0,14.0,38,42,-6,2,0,0,0,2,5,False,2.0,2,0,0,1,0,Made FG,2022-23
35355,71,0022201068,h,2,565.0,25.0,38,42,-4,0,0,0,0,2,2,False,5.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
35356,71,0022201068,h,2,540.0,1.0,38,44,-4,0,2,0,0,2,2,False,0.0,-2,0,0,0,0,Opp Made FG,2022-23
35357,71,0022201068,h,2,539.0,18.0,41,44,-6,3,0,0,0,3,5,False,0.0,3,0,0,0,0,Made FG,2022-23
35359,71,0022201068,h,2,521.0,28.0,41,44,-3,0,0,0,0,3,5,False,28.0,3,0,0,0,0,Defensive Rebound,2022-23
35360,71,0022201068,h,2,493.0,2.0,43,44,-3,2,0,0,0,5,5,False,1.0,5,0,0,0,0,Made FG,2022-23
35362,71,0022201068,h,2,491.0,26.0,43,44,-1,0,0,0,0,2,5,False,5.0,5,0,0,0,0,Defensive Rebound,2022-23
35363,71,0022201068,h,2,465.0,8.0,46,44,-1,3,0,0,0,5,8,True,26.0,8,0,0,0,0,Made FG,2022-23
35371,71,0022201068,h,2,457.0,16.0,46,45,2,0,1,1,0,3,5,False,,-1,0,0,0,1,Opp Made FT,2022-23
35372,71,0022201068,h,2,441.0,13.0,48,45,1,2,0,0,0,5,7,False,1.0,2,0,0,0,0,Made FG,2022-23
35375,71,0022201068,h,2,428.0,24.0,48,47,3,0,2,0,0,2,5,False,30.0,-2,0,1,0,0,Opp Made FG,2022-23
35376,71,0022201068,h,2,404.0,16.0,50,47,1,2,0,0,0,4,7,False,16.0,2,0,0,0,0,Made FG,2022-23
35381,71,0022201068,h,2,388.0,25.0,50,47,3,0,0,0,0,2,4,False,24.0,2,1,0,0,0,Opp Defensive Rebound,2022-23
35382,71,0022201068,h,2,363.0,3.0,50,49,3,0,2,0,0,2,4,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
35388,71,0022201068,h,2,360.0,19.0,50,49,1,0,0,0,1,0,2,False,27.0,-2,1,0,0,0,Turnover,2022-23
35393,71,0022201068,h,2,341.0,15.0,50,51,1,0,2,0,0,0,2,True,12.0,-4,0,0,0,0,Opp Made FG,2022-23
35395,71,0022201068,h,2,326.0,18.0,50,51,-1,0,0,0,0,0,0,False,25.0,-4,0,0,0,0,Opp Defensive Rebound,2022-23
35397,71,0022201068,h,2,308.0,7.0,50,51,-1,0,0,0,0,0,0,False,0.0,-4,0,0,0,0,Defensive Rebound,2022-23
35404,71,0022201068,h,2,301.0,4.0,51,51,-1,1,0,0,1,1,1,False,,1,0,0,0,0,Made FT,2022-23
35406,71,0022201068,h,2,297.0,22.0,51,51,0,0,0,0,0,1,1,False,7.0,1,0,0,0,0,Defensive Rebound,2022-23
35407,71,0022201068,h,2,275.0,2.0,53,51,0,2,0,0,0,3,3,True,1.0,3,0,0,0,0,Made FG,2022-23
35408,71,0022201068,h,2,273.0,15.0,53,53,2,0,2,0,0,2,3,False,3.0,-2,0,0,0,0,Opp Made FG,2022-23
35412,71,0022201068,h,2,258.0,24.0,53,53,0,0,0,0,0,2,3,False,28.0,-2,1,0,0,0,Opp Defensive Rebound,2022-23
35413,71,0022201068,h,2,234.0,9.0,53,56,0,0,3,0,0,0,2,True,28.0,-5,0,0,0,0,Opp Made FG,2022-23
35418,71,0022201068,h,2,225.0,28.0,53,56,-3,0,0,0,0,0,2,False,26.0,-5,0,1,0,0,Defensive Rebound,2022-23
35422,71,0022201068,h,2,197.0,10.0,56,56,-3,3,0,0,1,3,3,False,1.0,3,0,0,0,0,Made FT,2022-23
35425,71,0022201068,h,2,187.0,22.0,56,56,0,0,0,0,0,3,3,False,28.0,3,0,0,0,1,Defensive Rebound,2022-23
35427,71,0022201068,h,2,165.0,14.0,56,56,0,0,0,0,0,3,3,False,27.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
35429,71,0022201068,h,2,151.0,20.0,56,56,0,0,0,0,0,0,3,False,13.0,3,0,0,0,0,Defensive Rebound,2022-23
35433,71,0022201068,h,2,131.0,19.0,56,56,0,0,0,0,0,0,3,False,27.0,3,1,0,0,0,Opp Defensive Rebound,2022-23
35435,71,0022201068,h,2,112.0,15.0,56,56,0,0,0,0,0,0,0,False,6.0,3,0,0,0,0,Defensive Rebound,2022-23
35436,71,0022201068,h,2,97.0,10.0,58,56,0,2,0,0,0,2,2,True,1.0,5,0,0,0,0,Made FG,2022-23
35438,71,0022201068,h,2,87.0,20.0,58,56,2,0,0,0,0,2,2,False,29.0,5,0,0,0,0,Defensive Rebound,2022-23
35443,71,0022201068,h,2,67.0,21.200000000000003,58,56,2,0,0,0,0,2,2,False,27.0,5,0,1,0,0,Defensive Rebound,2022-23
35445,71,0022201068,h,2,45.8,20.499999999999996,58,56,2,0,0,0,0,0,2,False,10.0,5,0,0,0,0,Opp Defensive Rebound,2022-23
35447,71,0022201068,h,2,25.3,20.700000000000003,58,56,2,0,0,0,0,0,2,False,5.0,5,0,0,0,0,Defensive Rebound,2022-23
35454,71,0022201068,h,2,4.6,4.6,58,56,2,0,0,0,1,0,0,False,25.0,5,1,0,0,0,Period End,2022-23
35457,71,0022201068,h,3,720.0,17.0,58,56,2,0,0,0,0,0,0,False,25.0,5,0,0,0,0,Defensive Rebound,2022-23
35458,71,0022201068,h,3,703.0,6.0,60,56,2,2,0,0,0,2,2,False,3.0,7,0,0,0,0,Made FG,2022-23
35460,71,0022201068,h,3,697.0,15.0,60,56,4,0,0,0,0,2,2,False,17.0,7,0,0,0,0,Defensive Rebound,2022-23
35461,71,0022201068,h,3,682.0,4.0,60,56,4,0,0,0,0,2,2,False,,7,0,0,0,0,Turnover,2022-23
35463,71,0022201068,h,3,678.0,24.0,60,56,4,0,0,0,0,0,2,False,9.0,7,0,0,0,0,Defensive Rebound,2022-23
35464,71,0022201068,h,3,654.0,14.0,62,56,4,2,0,0,0,2,4,False,20.0,9,0,0,0,0,Made FG,2022-23
35465,71,0022201068,h,3,640.0,13.0,62,59,6,0,3,0,0,2,2,False,24.0,-3,0,0,0,0,Opp Made FG,2022-23
35469,71,0022201068,h,3,627.0,29.0,62,59,3,0,0,0,0,2,2,False,30.0,-3,1,0,0,0,Opp Defensive Rebound,2022-23
35472,71,0022201068,h,3,598.0,3.0,62,62,3,0,3,1,0,0,2,False,0.0,-6,0,0,0,0,Opp Made FT,2022-23
35474,71,0022201068,h,3,595.0,17.0,62,62,0,0,0,0,0,0,2,False,29.0,-6,0,0,0,0,Opp Defensive Rebound,2022-23
35475,71,0022201068,h,3,578.0,4.0,62,64,0,0,2,0,0,0,0,True,1.0,-8,0,0,0,0,Opp Made FG,2022-23
35476,71,0022201068,h,3,574.0,22.0,65,64,-2,3,0,0,0,3,3,True,28.0,3,0,0,0,0,Made FG,2022-23
35479,71,0022201068,h,3,552.0,14.0,65,66,1,0,2,0,0,3,3,True,6.0,-2,0,1,0,0,Opp Made FG,2022-23
35480,71,0022201068,h,3,538.0,8.0,65,66,-1,0,0,0,0,3,3,False,,-2,0,0,0,0,Turnover,2022-23
35483,71,0022201068,h,3,530.0,18.0,65,68,-1,0,2,1,0,0,3,False,,-4,0,0,0,0,Opp Made FT,2022-23
35484,71,0022201068,h,3,512.0,20.0,67,68,-3,2,0,0,0,2,5,False,3.0,2,0,0,0,0,Made FG,2022-23
35485,71,0022201068,h,3,492.0,23.0,67,70,-1,0,2,0,0,2,2,False,1.0,-2,0,0,0,0,Opp Made FG,2022-23
35486,71,0022201068,h,3,469.0,19.0,67,70,-3,0,0,0,0,2,2,False,,-2,0,0,0,0,Turnover,2022-23
35488,71,0022201068,h,3,450.0,8.0,67,73,-3,0,3,0,0,0,2,False,24.0,-5,0,0,0,0,Opp Made FG,2022-23
35492,71,0022201068,h,3,442.0,16.0,67,73,-6,0,0,0,0,0,2,False,,-5,0,0,1,0,Turnover,2022-23
35497,71,0022201068,h,3,426.0,11.0,70,73,-6,3,0,0,0,3,3,False,27.0,3,1,0,0,0,Made FG,2022-23
35499,71,0022201068,h,3,415.0,20.0,70,73,-3,0,0,0,0,3,3,False,27.0,3,0,0,0,0,Defensive Rebound,2022-23
35500,71,0022201068,h,3,395.0,7.0,72,73,-3,2,0,0,0,5,5,False,20.0,5,0,0,0,0,Made FG,2022-23
35501,71,0022201068,h,3,388.0,27.0,72,75,-1,0,2,0,0,2,5,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
35502,71,0022201068,h,3,361.0,15.0,75,75,-3,3,0,0,0,5,8,False,24.0,3,0,0,0,0,Made FG,2022-23
35504,71,0022201068,h,3,346.0,19.0,75,75,0,0,0,0,0,3,5,False,17.0,3,0,0,0,0,Defensive Rebound,2022-23
35509,71,0022201068,h,3,327.0,1.0,76,75,0,1,0,0,1,4,6,True,,4,0,0,0,0,Made FT,2022-23
35510,71,0022201068,h,3,326.0,19.0,76,77,1,0,2,0,0,1,4,True,5.0,-2,0,0,0,0,Opp Made FG,2022-23
35512,71,0022201068,h,3,307.0,14.0,76,77,-1,0,0,0,0,1,4,False,27.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
35513,71,0022201068,h,3,293.0,4.0,76,80,-1,0,3,0,0,0,1,False,24.0,-5,0,0,0,0,Opp Made FG,2022-23
35517,71,0022201068,h,3,289.0,23.0,76,83,-4,0,3,0,0,0,1,False,25.0,-8,0,1,0,0,Opp Made FG,2022-23
35520,71,0022201068,h,3,266.0,22.0,79,83,-7,3,0,0,0,3,3,False,0.0,3,0,0,1,0,Made FG,2022-23
35523,71,0022201068,h,3,244.0,30.0,79,86,-4,0,3,0,0,3,3,False,26.0,-3,0,1,0,0,Opp Made FG,2022-23
35532,71,0022201068,h,3,214.0,19.0,80,86,-7,1,0,0,1,4,4,False,,1,0,0,1,0,Opp Defensive Rebound,2022-23
35536,71,0022201068,h,3,195.0,28.0,82,86,-6,2,0,0,0,3,6,False,11.0,3,1,0,0,0,Made FG,2022-23
35539,71,0022201068,h,3,167.0,34.0,82,89,-4,0,3,0,0,3,6,False,27.0,-3,0,1,0,0,Opp Made FG,2022-23
35540,71,0022201068,h,3,133.0,13.0,85,89,-7,3,0,0,0,5,6,False,28.0,3,0,0,0,0,Made FG,2022-23
35542,71,0022201068,h,3,120.0,19.0,85,89,-4,0,0,1,0,3,6,False,,3,0,0,0,0,Opp Turnover,2022-23
35543,71,0022201068,h,3,101.0,12.0,85,89,-4,0,0,0,0,3,5,False,,3,0,0,0,0,Turnover,2022-23
35544,71,0022201068,h,3,89.0,27.0,85,91,-4,0,2,0,0,0,3,False,15.0,-2,0,0,0,0,Opp Made FG,2022-23
35546,71,0022201068,h,3,62.0,17.0,85,91,-6,0,0,0,0,0,3,False,29.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
35551,71,0022201068,h,3,45.0,10.5,85,92,-6,0,1,1,0,0,0,False,,-3,0,0,0,0,Opp Made FT,2022-23
35552,71,0022201068,h,3,34.5,7.600000000000001,87,92,-7,2,0,0,0,2,2,False,3.0,2,0,0,0,0,Made FG,2022-23
35555,71,0022201068,h,3,26.9,17.599999999999998,87,92,-5,0,0,0,0,2,2,False,4.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
35558,71,0022201068,h,3,9.3,1.0,87,95,-5,0,3,1,0,2,2,False,0.0,-3,0,0,0,0,Opp Made FT,2022-23
35560,71,0022201068,h,3,8.3,5.700000000000001,89,95,-8,2,0,0,1,2,4,False,19.0,2,0,0,0,0,Made FG,2022-23
35563,71,0022201068,h,3,2.6,2.6,89,95,-6,0,0,0,0,2,4,False,,2,0,1,0,0,Period End,2022-23
35567,71,0022201068,h,4,720.0,18.0,92,95,-6,3,0,0,1,5,5,False,3.0,5,0,0,0,0,Made FT,2022-23
35568,71,0022201068,h,4,702.0,19.0,92,95,-3,0,0,0,0,3,5,False,,5,0,0,0,0,Opp Turnover,2022-23
35570,71,0022201068,h,4,683.0,17.0,92,95,-3,0,0,0,0,3,5,False,0.0,5,0,0,0,0,Opp Defensive Rebound,2022-23
35572,71,0022201068,h,4,666.0,7.0,92,95,-3,0,0,0,0,0,3,False,28.0,5,0,0,0,0,Defensive Rebound,2022-23
35575,71,0022201068,h,4,659.0,6.0,95,95,-3,3,0,0,1,3,6,False,4.0,8,0,0,0,0,Made FT,2022-23
35577,71,0022201068,h,4,653.0,18.0,95,95,0,0,0,0,0,3,3,False,15.0,8,0,0,0,0,Defensive Rebound,2022-23
35580,71,0022201068,h,4,635.0,20.0,97,95,0,2,0,0,0,5,5,True,29.0,10,1,0,0,0,Made FG,2022-23
35585,71,0022201068,h,4,615.0,20.0,97,95,2,0,0,0,0,2,5,False,10.0,10,0,0,0,1,Opp Defensive Rebound,2022-23
35587,71,0022201068,h,4,595.0,11.0,97,95,2,0,0,0,0,2,5,False,21.0,10,0,0,0,0,Defensive Rebound,2022-23
35588,71,0022201068,h,4,584.0,15.0,99,95,2,2,0,0,0,2,4,False,15.0,12,0,0,0,0,Made FG,2022-23
35589,71,0022201068,h,4,569.0,17.0,99,97,4,0,2,0,0,2,4,False,13.0,-2,0,0,0,0,Opp Made FG,2022-23
35591,71,0022201068,h,4,552.0,14.0,99,97,2,0,0,0,0,2,2,False,28.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
35593,71,0022201068,h,4,538.0,14.0,99,97,2,0,0,0,0,0,2,False,15.0,-2,0,0,0,0,Defensive Rebound,2022-23
35594,71,0022201068,h,4,524.0,8.0,101,97,2,2,0,0,0,2,4,False,4.0,2,0,0,0,0,Made FG,2022-23
35595,71,0022201068,h,4,516.0,13.0,101,97,4,0,0,0,0,2,2,False,,2,0,0,0,0,Opp Turnover,2022-23
35598,71,0022201068,h,4,503.0,13.0,101,97,4,0,0,0,0,2,2,False,29.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
35600,71,0022201068,h,4,490.0,18.0,101,97,4,0,0,0,0,0,2,False,2.0,2,0,0,0,0,Defensive Rebound,2022-23
35601,71,0022201068,h,4,472.0,4.0,101,97,4,0,0,0,0,0,2,False,,2,0,0,0,0,Turnover,2022-23
35604,71,0022201068,h,4,468.0,21.0,101,97,4,0,0,0,0,0,0,False,16.0,2,0,0,0,0,Defensive Rebound,2022-23
35606,71,0022201068,h,4,447.0,23.0,101,97,4,0,0,0,0,0,0,False,25.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
35608,71,0022201068,h,4,424.0,13.0,101,97,4,0,0,0,0,0,0,False,10.0,2,0,0,0,0,Defensive Rebound,2022-23
35614,71,0022201068,h,4,411.0,3.0,103,97,4,2,0,0,1,2,2,False,,4,0,0,0,0,Made FT,2022-23
35616,71,0022201068,h,4,408.0,23.0,103,97,6,0,0,0,0,2,2,False,16.0,4,0,0,0,0,Defensive Rebound,2022-23
35619,71,0022201068,h,4,385.0,12.0,103,97,6,0,0,0,0,2,2,False,28.0,4,1,0,0,0,Turnover,2022-23
35625,71,0022201068,h,4,373.0,26.0,103,97,6,0,0,1,0,0,2,False,0.0,4,0,1,0,0,Opp Turnover,2022-23
35630,71,0022201068,h,4,347.0,7.0,104,97,6,1,0,0,1,1,3,False,,5,0,0,0,0,Made FT,2022-23
35631,71,0022201068,h,4,340.0,19.0,104,100,7,0,3,0,0,1,1,False,24.0,-3,0,0,0,0,Opp Made FG,2022-23
35633,71,0022201068,h,4,321.0,23.0,104,100,4,0,0,0,0,1,1,False,5.0,-3,0,0,0,0,Opp Defensive Rebound,2022-23
35634,71,0022201068,h,4,298.0,5.0,104,102,4,0,2,0,0,0,1,False,1.0,-5,0,0,0,0,Opp Made FG,2022-23
35636,71,0022201068,h,4,293.0,27.0,104,102,2,0,0,0,0,0,1,False,27.0,-5,0,0,0,0,Opp Defensive Rebound,2022-23
35644,71,0022201068,h,4,266.0,27.0,104,102,2,0,0,1,0,0,0,False,15.0,-5,0,1,0,1,Defensive Rebound,2022-23
35647,71,0022201068,h,4,239.0,13.0,107,102,2,3,0,0,1,3,3,False,7.0,3,0,0,0,0,Made FT,2022-23
35649,71,0022201068,h,4,226.0,17.0,107,102,5,0,0,0,0,3,3,False,0.0,3,0,0,0,0,Defensive Rebound,2022-23
35651,71,0022201068,h,4,209.0,9.0,107,102,5,0,0,0,0,3,3,False,29.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
35652,71,0022201068,h,4,200.0,21.0,107,105,5,0,3,0,0,0,3,False,28.0,-3,0,0,0,0,Opp Made FG,2022-23
35653,71,0022201068,h,4,179.0,27.0,110,105,2,3,0,0,0,3,6,False,0.0,3,0,0,0,0,Made FG,2022-23
35654,71,0022201068,h,4,152.0,19.0,110,107,5,0,2,0,0,3,3,False,0.0,-2,0,0,0,0,Opp Made FG,2022-23
35655,71,0022201068,h,4,133.0,23.0,112,107,3,2,0,0,0,5,5,False,4.0,2,0,0,0,0,Made FG,2022-23
35658,71,0022201068,h,4,110.0,11.0,112,107,5,0,0,0,0,2,5,False,1.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
35662,71,0022201068,h,4,99.0,8.0,112,107,5,0,0,0,0,2,5,False,10.0,2,0,1,0,0,Opp Turnover,2022-23
35666,71,0022201068,h,4,91.0,2.0,114,107,5,2,0,0,1,2,4,False,,4,0,0,0,0,Made FT,2022-23
35667,71,0022201068,h,4,89.0,10.0,114,109,7,0,2,0,0,2,4,False,0.0,-2,0,0,0,0,Opp Made FG,2022-23
35669,71,0022201068,h,4,79.0,20.1,114,109,5,0,0,0,0,2,2,False,24.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
35673,71,0022201068,h,4,58.9,13.399999999999999,114,109,5,0,0,1,0,0,2,False,3.0,-2,0,1,0,0,Opp Turnover,2022-23
35679,71,0022201068,h,4,45.5,13.0,116,109,5,2,0,0,1,2,4,False,,2,0,0,0,1,Made FT,2022-23
35683,71,0022201068,h,4,32.5,12.100000000000001,116,111,7,0,2,1,0,2,2,False,,-2,0,0,0,0,Opp Made FT,2022-23
35686,71,0022201068,h,4,20.4,7.599999999999998,118,111,5,2,0,0,1,4,4,False,,2,0,0,0,0,Made FT,2022-23
35692,71,0022201068,h,4,12.8,10.200000000000001,118,111,7,0,0,0,0,2,4,False,25.0,2,0,1,0,1,Defensive Rebound,2022-23
35693,71,0022201068,h,4,2.6,2.6,118,111,7,0,0,0,0,2,4,False,,2,0,0,0,0,Period End,2022-23
35696,72,0022201089,h,1,720.0,13.0,2,0,0,2,0,0,0,2,2,True,11.0,2,0,0,0,0,Made FG,2022-23
35697,72,0022201089,h,1,707.0,11.0,2,2,2,0,2,0,0,2,2,False,6.0,-2,0,0,0,0,Opp Made FG,2022-23
35698,72,0022201089,h,1,696.0,15.0,5,2,0,3,0,0,0,5,5,True,24.0,3,0,0,0,0,Made FG,2022-23
35700,72,0022201089,h,1,681.0,22.0,5,2,3,0,0,0,0,3,5,False,27.0,3,0,0,0,0,Defensive Rebound,2022-23
35702,72,0022201089,h,1,659.0,10.0,5,2,3,0,0,0,0,3,5,False,5.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
35705,72,0022201089,h,1,649.0,18.0,5,4,3,0,2,0,0,0,3,False,28.0,-2,0,1,0,0,Opp Made FG,2022-23
35706,72,0022201089,h,1,631.0,11.0,7,4,1,2,0,0,0,2,5,False,1.0,2,0,0,0,0,Made FG,2022-23
35708,72,0022201089,h,1,620.0,16.0,7,4,3,0,0,0,0,2,2,False,18.0,2,0,0,0,0,Defensive Rebound,2022-23
35709,72,0022201089,h,1,604.0,2.0,7,4,3,0,0,0,0,2,2,False,,2,0,0,0,0,Turnover,2022-23
35710,72,0022201089,h,1,602.0,14.0,7,4,3,0,0,0,0,0,2,False,,2,0,0,0,0,Opp Turnover,2022-23
35714,72,0022201089,h,1,588.0,10.0,7,4,3,0,0,0,0,0,2,False,4.0,2,0,0,0,0,Defensive Rebound,2022-23
35716,72,0022201089,h,1,578.0,5.0,7,4,3,0,0,0,0,0,0,False,,2,0,0,0,0,Turnover,2022-23
35719,72,0022201089,h,1,573.0,15.0,7,4,3,0,0,0,0,0,0,False,15.0,2,0,0,0,0,Defensive Rebound,2022-23
35721,72,0022201089,h,1,558.0,11.0,7,4,3,0,0,0,0,0,0,False,25.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
35725,72,0022201089,h,1,547.0,14.0,7,4,3,0,0,0,0,0,0,False,29.0,2,0,1,0,0,Defensive Rebound,2022-23
35726,72,0022201089,h,1,533.0,4.0,7,4,3,0,0,0,0,0,0,False,,2,0,0,0,0,Turnover,2022-23
35729,72,0022201089,h,1,529.0,12.0,7,4,3,0,0,0,0,0,0,False,28.0,2,0,0,0,0,Defensive Rebound,2022-23
35732,72,0022201089,h,1,517.0,3.0,10,4,3,3,0,0,1,3,3,False,6.0,5,0,0,0,0,Made FT,2022-23
35733,72,0022201089,h,1,514.0,12.0,10,6,6,0,2,0,0,3,3,False,6.0,-2,0,0,0,0,Opp Made FG,2022-23
35734,72,0022201089,h,1,502.0,9.0,13,6,4,3,0,0,0,6,6,False,26.0,3,0,0,0,0,Made FG,2022-23
35736,72,0022201089,h,1,493.0,15.0,13,9,7,0,3,0,0,3,6,False,28.0,-3,0,0,0,1,Opp Made FG,2022-23
35742,72,0022201089,h,1,478.0,15.0,15,9,4,2,0,0,1,5,8,False,,2,0,0,0,0,Made FT,2022-23
35743,72,0022201089,h,1,463.0,19.0,15,12,6,0,3,0,0,2,5,False,26.0,-3,0,0,0,0,Opp Made FG,2022-23
35745,72,0022201089,h,1,444.0,15.0,17,12,3,2,0,0,0,4,7,False,2.0,2,0,0,0,0,Made FG,2022-23
35749,72,0022201089,h,1,429.0,13.0,17,13,5,0,1,1,0,2,4,False,,-1,0,0,0,0,Defensive Rebound,2022-23
35758,72,0022201089,h,1,416.0,47.0,17,13,4,0,0,0,0,2,4,False,27.0,-1,1,2,0,0,Defensive Rebound,2022-23
35761,72,0022201089,h,1,369.0,9.0,19,13,4,2,0,0,0,2,4,False,2.0,2,1,0,0,0,Made FG,2022-23
35762,72,0022201089,h,1,360.0,7.0,19,15,6,0,2,0,0,2,4,False,8.0,-2,0,0,0,0,Opp Made FG,2022-23
35769,72,0022201089,h,1,353.0,20.0,21,15,4,2,0,0,1,4,4,False,3.0,2,1,0,0,0,Made FG,2022-23
35771,72,0022201089,h,1,333.0,11.0,21,15,6,0,0,0,1,2,4,False,,2,0,0,0,0,Opp Turnover,2022-23
35773,72,0022201089,h,1,322.0,14.0,23,15,6,2,0,0,0,4,6,False,7.0,4,0,0,0,0,Made FG,2022-23
35774,72,0022201089,h,1,308.0,13.0,23,15,8,0,0,0,0,2,4,False,,4,0,0,0,0,Opp Turnover,2022-23
35776,72,0022201089,h,1,295.0,7.0,26,15,8,3,0,0,0,5,7,False,24.0,7,0,0,0,0,Made FG,2022-23
35778,72,0022201089,h,1,288.0,16.0,26,15,11,0,0,0,0,3,5,False,28.0,7,0,0,0,0,Defensive Rebound,2022-23
35780,72,0022201089,h,1,272.0,10.0,26,15,11,0,0,0,0,3,5,False,27.0,7,0,0,0,0,Opp Defensive Rebound,2022-23
35785,72,0022201089,h,1,262.0,5.0,26,18,11,0,3,1,0,0,3,False,4.0,-3,0,0,0,0,Opp Made FT,2022-23
35786,72,0022201089,h,1,257.0,7.0,26,18,8,0,0,0,0,0,3,False,,-3,0,0,0,0,Turnover,2022-23
35787,72,0022201089,h,1,250.0,0.0,26,18,8,0,0,0,0,0,0,False,,-3,0,0,0,0,Opp Turnover,2022-23
35788,72,0022201089,h,1,250.0,8.0,28,18,8,2,0,0,0,2,2,False,17.0,2,0,0,0,0,Made FG,2022-23
35791,72,0022201089,h,1,242.0,21.0,28,20,10,0,2,0,0,2,2,False,12.0,-2,0,1,0,0,Opp Made FG,2022-23
35793,72,0022201089,h,1,221.0,22.0,28,20,8,0,0,0,0,2,2,False,24.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
35795,72,0022201089,h,1,199.0,10.0,28,20,8,0,0,0,0,0,2,False,27.0,-2,0,0,0,0,Defensive Rebound,2022-23
35796,72,0022201089,h,1,189.0,5.0,31,20,8,3,0,0,0,3,5,False,25.0,3,0,0,0,0,Made FG,2022-23
35798,72,0022201089,h,1,184.0,19.0,31,20,11,0,0,0,0,3,3,False,16.0,3,0,0,0,0,Defensive Rebound,2022-23
35804,72,0022201089,h,1,165.0,19.0,31,20,11,0,0,0,1,3,3,False,25.0,3,0,0,1,0,Opp Defensive Rebound,2022-23
35806,72,0022201089,h,1,146.0,18.0,31,20,11,0,0,0,0,0,3,False,29.0,3,0,0,0,0,Defensive Rebound,2022-23
35809,72,0022201089,h,1,128.0,4.0,33,20,11,2,0,0,1,2,5,False,,5,0,0,0,0,Made FT,2022-23
35810,72,0022201089,h,1,124.0,23.0,33,23,13,0,3,0,0,2,2,False,27.0,-3,0,0,0,0,Opp Made FG,2022-23
35812,72,0022201089,h,1,101.0,19.0,33,23,10,0,0,0,0,2,2,False,25.0,-3,0,0,0,0,Opp Defensive Rebound,2022-23
35813,72,0022201089,h,1,82.0,15.0,33,23,10,0,0,0,0,0,2,False,,-3,0,0,0,0,Opp Turnover,2022-23
35817,72,0022201089,h,1,67.0,22.1,33,25,10,0,2,0,0,0,2,False,3.0,-5,0,1,0,0,Opp Made FG,2022-23
35819,72,0022201089,h,1,44.9,14.799999999999997,33,25,8,0,0,0,0,0,0,False,27.0,-5,0,0,0,0,Opp Defensive Rebound,2022-23
35820,72,0022201089,h,1,30.1,15.200000000000001,33,28,8,0,3,0,0,0,0,False,28.0,-8,0,0,0,0,Opp Made FG,2022-23
35822,72,0022201089,h,1,14.9,14.200000000000001,33,28,5,0,0,0,0,0,0,False,2.0,-8,0,0,0,0,Opp Defensive Rebound,2022-23
35823,72,0022201089,h,1,0.7,0.7,33,28,5,0,0,0,0,0,0,False,,-8,0,0,0,0,Period End,2022-23
35826,72,0022201089,h,2,720.0,24.0,33,28,5,0,0,0,0,0,0,False,26.0,-8,0,0,0,0,Defensive Rebound,2022-23
35827,72,0022201089,h,2,696.0,11.0,33,28,5,0,0,0,0,0,0,False,,-8,0,0,0,0,Turnover,2022-23
35830,72,0022201089,h,2,685.0,9.0,33,28,5,0,0,0,0,0,0,False,27.0,-8,0,0,0,0,Defensive Rebound,2022-23
