index,gameNum,gameId,isHome,period,clockStart,duration,scoreHome,scoreAway,scoreDiffStart,pointsScored,pointsAllowed,foulsCommitted,foulsDrawn,pointsLast3,pointsLast5,leadChange,shotDistance,runMagnitude,oRebsGrabbed,oRebsAllowed,timeouts,timeoutsOpp,result,season
3,1,0022200015,v,1,720.0,16.0,0,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,Opp Defensive Rebound,2022-23
4,1,0022200015,v,1,704.0,8.0,2,0,0,0,2,0,0,0,0,True,14.0,-2,0,0,0,0,Opp Made FG,2022-23
5,1,0022200015,v,1,696.0,15.0,2,2,-2,2,0,0,0,2,2,False,23.0,2,0,0,0,0,Made FG,2022-23
9,1,0022200015,v,1,681.0,19.0,4,2,0,0,2,1,0,2,2,True,1.0,-2,0,0,0,0,Defensive Rebound,2022-23
10,1,0022200015,v,1,662.0,11.0,4,5,-2,3,0,0,0,5,5,True,28.0,3,0,0,0,0,Made FG,2022-23
12,1,0022200015,v,1,651.0,28.0,4,5,1,0,0,0,0,3,5,False,27.0,3,0,0,0,0,Defensive Rebound,2022-23
13,1,0022200015,v,1,623.0,7.0,4,7,1,2,0,0,0,5,7,False,21.0,5,0,0,0,0,Made FG,2022-23
14,1,0022200015,v,1,616.0,11.0,6,7,3,0,2,0,0,2,5,False,7.0,-2,0,0,0,0,Opp Made FG,2022-23
15,1,0022200015,v,1,605.0,15.0,6,10,1,3,0,0,0,5,8,False,27.0,3,0,0,0,0,Made FG,2022-23
18,1,0022200015,v,1,590.0,21.0,8,10,4,0,2,0,0,3,5,False,9.0,-2,0,1,0,0,Opp Made FG,2022-23
20,1,0022200015,v,1,569.0,29.0,8,10,2,0,0,0,0,3,5,False,13.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
22,1,0022200015,v,1,540.0,11.0,8,10,2,0,0,0,0,0,3,False,15.0,-2,0,0,0,0,Defensive Rebound,2022-23
25,1,0022200015,v,1,529.0,5.0,8,13,2,3,0,0,1,3,6,False,3.0,3,0,0,0,0,Made FT,2022-23
27,1,0022200015,v,1,524.0,26.0,11,13,5,0,3,1,0,3,3,False,25.0,-3,0,0,0,0,Opp Made FG,2022-23
29,1,0022200015,v,1,498.0,17.0,11,16,2,3,0,0,1,6,6,False,0.0,3,0,0,0,0,Made FG,2022-23
30,1,0022200015,v,1,481.0,28.0,11,16,5,0,0,0,0,3,6,False,,3,0,0,0,0,Opp Turnover,2022-23
32,1,0022200015,v,1,453.0,3.0,11,18,5,2,0,0,0,5,8,False,1.0,5,0,0,0,0,Made FG,2022-23
37,1,0022200015,v,1,450.0,27.0,11,18,7,0,0,0,0,2,5,False,27.0,5,1,0,0,0,Opp Defensive Rebound,2022-23
39,1,0022200015,v,1,423.0,8.0,11,18,7,0,0,0,0,2,5,False,25.0,5,0,0,0,0,Defensive Rebound,2022-23
41,1,0022200015,v,1,415.0,13.0,11,18,7,0,0,0,0,0,2,False,,5,0,0,1,0,Turnover,2022-23
45,1,0022200015,v,1,402.0,23.0,11,18,7,0,0,1,0,0,2,False,2.0,5,0,0,0,0,Defensive Rebound,2022-23
47,1,0022200015,v,1,379.0,14.0,11,18,7,0,0,0,0,0,0,False,6.0,5,0,0,0,0,Opp Defensive Rebound,2022-23
49,1,0022200015,v,1,365.0,16.0,11,18,7,0,0,0,0,0,0,False,14.0,5,0,0,0,0,Defensive Rebound,2022-23
50,1,0022200015,v,1,349.0,13.0,11,18,7,0,0,0,0,0,0,False,,5,0,0,0,0,Turnover,2022-23
52,1,0022200015,v,1,336.0,3.0,13,18,7,0,2,0,0,0,0,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
54,1,0022200015,v,1,333.0,21.0,13,18,5,0,0,0,0,0,0,False,19.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
55,1,0022200015,v,1,312.0,6.0,13,18,5,0,0,0,0,0,0,False,,-2,0,0,0,0,Opp Turnover,2022-23
59,1,0022200015,v,1,306.0,21.0,13,21,5,3,0,0,0,3,3,False,28.0,3,0,0,0,0,Made FG,2022-23
62,1,0022200015,v,1,285.0,27.0,16,21,8,0,3,0,0,3,3,False,26.0,-3,0,1,0,0,Opp Made FG,2022-23
63,1,0022200015,v,1,258.0,17.0,16,23,5,2,0,0,0,5,5,False,17.0,2,0,0,0,0,Made FG,2022-23
78,1,0022200015,v,1,241.0,53.0,16,25,7,2,0,0,0,4,7,False,18.0,4,1,2,0,1,Made FG,2022-23
79,1,0022200015,v,1,188.0,28.0,19,25,9,0,3,0,0,4,7,False,26.0,-3,0,0,0,0,Opp Made FG,2022-23
81,1,0022200015,v,1,160.0,18.0,19,25,6,0,0,0,0,2,4,False,24.0,-3,0,0,0,0,Opp Defensive Rebound,2022-23
85,1,0022200015,v,1,142.0,12.0,21,25,6,0,2,1,0,0,4,False,,-5,0,0,0,0,Opp Made FT,2022-23
87,1,0022200015,v,1,130.0,19.0,21,25,4,0,0,0,0,0,2,False,27.0,-5,0,0,0,0,Opp Defensive Rebound,2022-23
91,1,0022200015,v,1,111.0,6.0,22,25,4,0,1,1,0,0,0,False,,-6,0,0,0,0,Opp Made FT,2022-23
94,1,0022200015,v,1,105.0,25.0,22,28,3,3,0,0,0,3,3,False,28.0,3,1,0,0,0,Made FG,2022-23
99,1,0022200015,v,1,80.0,22.200000000000003,22,28,6,0,0,0,0,3,3,False,26.0,3,1,0,0,0,Opp Defensive Rebound,2022-23
101,1,0022200015,v,1,57.8,15.899999999999999,22,28,6,0,0,0,0,3,3,False,12.0,3,0,0,0,0,Defensive Rebound,2022-23
102,1,0022200015,v,1,41.9,11.599999999999998,22,30,6,2,0,0,0,2,5,False,20.0,5,0,0,0,0,Made FG,2022-23
103,1,0022200015,v,1,30.3,23.5,24,30,8,0,2,0,0,2,5,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
104,1,0022200015,v,1,6.8,6.2,24,30,6,0,0,0,0,2,2,False,,-2,0,0,0,0,Turnover,2022-23
106,1,0022200015,v,1,0.6,0.6,24,30,6,0,0,0,0,0,2,False,,-2,0,0,0,0,Period End,2022-23
108,1,0022200015,v,2,720.0,16.0,27,30,6,0,3,0,0,0,2,False,24.0,-5,0,0,0,0,Opp Made FG,2022-23
110,1,0022200015,v,2,704.0,27.0,27,30,3,0,0,0,0,0,0,False,16.0,-5,0,0,0,0,Opp Defensive Rebound,2022-23
111,1,0022200015,v,2,677.0,6.0,29,30,3,0,2,0,0,0,0,False,11.0,-7,0,0,0,0,Opp Made FG,2022-23
112,1,0022200015,v,2,671.0,13.0,29,32,1,2,0,0,0,2,2,False,2.0,2,0,0,0,0,Made FG,2022-23
114,1,0022200015,v,2,658.0,19.0,29,32,3,0,0,0,0,2,2,False,24.0,2,0,0,0,0,Defensive Rebound,2022-23
116,1,0022200015,v,2,639.0,8.0,29,32,3,0,0,1,0,2,2,False,,2,0,0,0,0,Turnover,2022-23
121,1,0022200015,v,2,631.0,26.0,31,32,3,0,2,0,0,0,2,False,13.0,-2,0,0,0,0,Opp Made FG,2022-23
122,1,0022200015,v,2,605.0,12.0,31,35,1,3,0,0,0,3,5,False,24.0,3,0,0,0,0,Made FG,2022-23
124,1,0022200015,v,2,593.0,23.0,31,35,4,0,0,0,0,3,3,False,0.0,3,0,0,0,0,Defensive Rebound,2022-23
126,1,0022200015,v,2,570.0,14.0,31,35,4,0,0,0,0,3,3,False,26.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
127,1,0022200015,v,2,556.0,14.0,31,35,4,0,0,0,0,0,3,False,,3,0,0,0,0,Opp Turnover,2022-23
130,1,0022200015,v,2,542.0,30.0,31,35,4,0,0,0,1,0,3,False,26.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
131,1,0022200015,v,2,512.0,15.0,33,35,4,0,2,0,0,0,0,False,9.0,-2,0,0,0,0,Opp Made FG,2022-23
135,1,0022200015,v,2,497.0,18.0,33,36,2,1,0,0,1,1,1,False,,1,0,0,0,0,Made FT,2022-23
139,1,0022200015,v,2,479.0,25.0,33,36,3,0,0,0,0,1,1,False,24.0,1,0,1,0,0,Defensive Rebound,2022-23
140,1,0022200015,v,2,454.0,6.0,33,38,3,2,0,0,0,3,3,False,4.0,3,0,0,0,0,Made FG,2022-23
141,1,0022200015,v,2,448.0,23.0,33,38,5,0,0,0,0,2,3,False,,3,0,0,0,0,Opp Turnover,2022-23
145,1,0022200015,v,2,425.0,21.0,33,38,5,0,0,0,0,2,3,False,,3,0,0,0,0,Turnover,2022-23
148,1,0022200015,v,2,404.0,8.0,33,38,5,0,0,0,0,0,2,False,3.0,3,0,0,0,0,Defensive Rebound,2022-23
150,1,0022200015,v,2,396.0,14.0,33,38,5,0,0,0,0,0,2,False,0.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
159,1,0022200015,v,2,382.0,10.0,33,38,5,0,0,1,1,0,0,False,,3,0,0,0,1,Opp Turnover,2022-23
161,1,0022200015,v,2,372.0,22.0,33,38,5,0,0,0,0,0,0,False,13.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
162,1,0022200015,v,2,350.0,12.0,35,38,5,0,2,0,0,0,0,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
164,1,0022200015,v,2,338.0,23.0,35,38,3,0,0,0,0,0,0,False,26.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
166,1,0022200015,v,2,315.0,11.0,35,38,3,0,0,0,0,0,0,False,3.0,-2,0,0,0,0,Defensive Rebound,2022-23
168,1,0022200015,v,2,304.0,10.0,35,38,3,0,0,0,0,0,0,False,9.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
169,1,0022200015,v,2,294.0,3.0,37,38,3,0,2,0,0,0,0,False,1.0,-4,0,0,0,0,Opp Made FG,2022-23
171,1,0022200015,v,2,291.0,20.0,37,38,1,0,0,1,0,0,0,False,,-4,0,0,0,0,Turnover,2022-23
173,1,0022200015,v,2,271.0,23.0,37,38,1,0,0,0,0,0,0,False,10.0,-4,0,0,0,0,Defensive Rebound,2022-23
175,1,0022200015,v,2,248.0,8.0,37,38,1,0,0,0,0,0,0,False,28.0,-4,0,0,0,0,Opp Defensive Rebound,2022-23
177,1,0022200015,v,2,240.0,12.0,37,38,1,0,0,0,0,0,0,False,27.0,-4,0,0,0,0,Defensive Rebound,2022-23
183,1,0022200015,v,2,228.0,14.0,37,38,1,0,0,0,0,0,0,False,26.0,-4,0,0,1,0,Opp Defensive Rebound,2022-23
185,1,0022200015,v,2,214.0,12.0,37,38,1,0,0,0,0,0,0,False,26.0,-4,0,0,0,0,Defensive Rebound,2022-23
186,1,0022200015,v,2,202.0,13.0,37,41,1,3,0,0,0,3,3,False,25.0,3,0,0,0,0,Made FG,2022-23
187,1,0022200015,v,2,189.0,19.0,39,41,4,0,2,0,0,3,3,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
189,1,0022200015,v,2,170.0,17.0,39,41,2,0,0,0,0,3,3,False,14.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
190,1,0022200015,v,2,153.0,16.0,41,41,2,0,2,0,0,0,3,False,15.0,-4,0,0,0,0,Opp Made FG,2022-23
192,1,0022200015,v,2,137.0,21.0,41,41,0,0,0,0,0,0,3,False,25.0,-4,0,0,0,0,Opp Defensive Rebound,2022-23
196,1,0022200015,v,2,116.0,18.0,41,44,0,3,0,0,0,3,3,True,26.0,3,1,0,0,0,Made FG,2022-23
198,1,0022200015,v,2,98.0,21.0,43,44,3,0,2,0,0,3,3,False,13.0,-2,0,0,0,0,Opp Made FG,2022-23
199,1,0022200015,v,2,77.0,19.1,43,47,1,3,0,0,0,6,6,False,26.0,3,0,0,0,0,Made FG,2022-23
200,1,0022200015,v,2,57.9,18.9,45,47,4,0,2,0,0,3,6,False,9.0,-2,0,0,0,0,Opp Made FG,2022-23
201,1,0022200015,v,2,39.0,10.2,45,47,2,0,0,0,0,3,6,False,,-2,0,0,0,0,Turnover,2022-23
206,1,0022200015,v,2,28.8,23.8,45,47,2,0,0,0,0,0,3,False,11.0,-2,0,0,0,0,Defensive Rebound,2022-23
210,1,0022200015,v,2,5.0,5.0,45,47,2,0,0,0,0,0,3,False,1.0,-2,0,1,0,0,Period End,2022-23
215,1,0022200015,v,3,720.0,26.0,45,50,2,3,0,0,0,3,3,False,26.0,3,1,0,0,0,Made FG,2022-23
217,1,0022200015,v,3,694.0,27.0,45,50,5,0,0,0,0,3,3,False,14.0,3,0,0,0,0,Defensive Rebound,2022-23
219,1,0022200015,v,3,667.0,12.0,45,50,5,0,0,0,1,3,3,False,,3,0,0,0,0,Turnover,2022-23
223,1,0022200015,v,3,655.0,11.0,47,50,5,0,2,1,0,0,3,False,,-2,0,0,0,0,Opp Made FT,2022-23
224,1,0022200015,v,3,644.0,10.0,47,52,3,2,0,0,0,2,5,False,2.0,2,0,0,0,0,Made FG,2022-23
225,1,0022200015,v,3,634.0,18.0,49,52,5,0,2,0,0,2,2,False,12.0,-2,0,0,0,0,Opp Made FG,2022-23
227,1,0022200015,v,3,616.0,16.0,49,52,3,0,0,0,0,2,2,False,4.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
228,1,0022200015,v,3,600.0,9.0,51,52,3,0,2,0,0,0,2,False,14.0,-4,0,0,0,0,Opp Made FG,2022-23
232,1,0022200015,v,3,591.0,41.0,51,52,1,0,0,0,0,0,2,False,28.0,-4,1,0,0,0,Opp Defensive Rebound,2022-23
234,1,0022200015,v,3,550.0,14.0,51,52,1,0,0,0,0,0,0,False,24.0,-4,0,0,0,0,Defensive Rebound,2022-23
235,1,0022200015,v,3,536.0,5.0,51,54,1,2,0,0,0,2,2,False,1.0,2,0,0,0,0,Made FG,2022-23
237,1,0022200015,v,3,531.0,24.0,51,54,3,0,0,0,0,2,2,False,4.0,2,0,0,0,0,Defensive Rebound,2022-23
240,1,0022200015,v,3,507.0,3.0,51,54,3,0,0,0,0,2,2,False,3.0,2,0,0,0,0,Defensive Rebound,2022-23
243,1,0022200015,v,3,504.0,11.0,51,54,3,0,0,0,1,0,2,False,20.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
244,1,0022200015,v,3,493.0,6.0,53,54,3,0,2,0,0,0,2,False,4.0,-2,0,0,0,0,Opp Made FG,2022-23
247,1,0022200015,v,3,487.0,27.0,53,54,1,0,0,0,0,0,0,False,26.0,-2,0,0,0,0,Defensive Rebound,2022-23
248,1,0022200015,v,3,460.0,0.0,53,54,1,0,0,0,0,0,0,False,,-2,0,0,0,0,Turnover,2022-23
253,1,0022200015,v,3,460.0,35.0,53,54,1,0,0,0,0,0,0,False,26.0,-2,1,0,0,0,Opp Defensive Rebound,2022-23
257,1,0022200015,v,3,425.0,19.0,53,54,1,0,0,0,0,0,0,False,26.0,-2,0,1,0,0,Defensive Rebound,2022-23
264,1,0022200015,v,3,406.0,3.0,53,55,1,1,0,0,1,1,1,False,,1,0,0,0,1,Made FT,2022-23
265,1,0022200015,v,3,403.0,14.0,55,55,2,0,2,0,0,1,1,False,1.0,-2,0,0,0,0,Opp Made FG,2022-23
267,1,0022200015,v,3,389.0,19.0,55,55,0,0,0,0,0,1,1,False,28.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
268,1,0022200015,v,3,370.0,8.0,55,55,0,0,0,0,0,0,1,False,,-2,0,0,0,0,Opp Turnover,2022-23
270,1,0022200015,v,3,362.0,15.0,55,58,0,3,0,0,0,3,4,True,26.0,3,0,0,0,0,Made FG,2022-23
271,1,0022200015,v,3,347.0,10.0,55,58,3,0,0,0,0,3,3,False,,3,0,0,0,0,Opp Turnover,2022-23
274,1,0022200015,v,3,337.0,7.0,55,58,3,0,0,0,0,3,3,False,26.0,3,0,0,0,0,Opp Defensive Rebound,2022-23
279,1,0022200015,v,3,330.0,25.0,55,58,3,0,0,1,0,0,3,False,7.0,3,0,0,0,1,Defensive Rebound,2022-23
280,1,0022200015,v,3,305.0,20.0,55,60,3,2,0,0,0,2,5,False,2.0,5,0,0,0,0,Made FG,2022-23
282,1,0022200015,v,3,285.0,23.0,55,60,5,0,0,0,0,2,2,False,14.0,5,0,0,0,0,Defensive Rebound,2022-23
284,1,0022200015,v,3,262.0,11.0,55,60,5,0,0,0,0,2,2,False,29.0,5,0,0,0,0,Opp Defensive Rebound,2022-23
285,1,0022200015,v,3,251.0,3.0,57,60,5,0,2,0,0,0,2,False,1.0,-2,0,0,0,0,Opp Made FG,2022-23
288,1,0022200015,v,3,248.0,27.0,57,62,3,2,0,0,0,2,4,False,1.0,2,1,0,0,0,Made FG,2022-23
290,1,0022200015,v,3,221.0,10.0,57,62,5,0,0,0,0,2,2,False,25.0,2,0,0,0,0,Defensive Rebound,2022-23
300,1,0022200015,v,3,211.0,23.0,57,62,5,0,0,0,0,2,2,False,8.0,2,1,0,0,0,Opp Defensive Rebound,2022-23
302,1,0022200015,v,3,188.0,9.0,57,62,5,0,0,0,0,0,2,False,0.0,2,0,0,0,0,Defensive Rebound,2022-23
303,1,0022200015,v,3,179.0,15.0,57,64,5,2,0,0,0,2,4,False,14.0,4,0,0,0,0,Made FG,2022-23
304,1,0022200015,v,3,164.0,19.0,57,64,7,0,0,0,0,2,2,False,,4,0,0,0,0,Opp Turnover,2022-23
306,1,0022200015,v,3,145.0,11.0,57,66,7,2,0,0,0,4,4,False,5.0,6,0,0,0,0,Made FG,2022-23
308,1,0022200015,v,3,134.0,26.0,57,66,9,0,0,0,0,2,4,False,11.0,6,0,0,0,0,Defensive Rebound,2022-23
310,1,0022200015,v,3,108.0,10.0,57,66,9,0,0,0,0,2,4,False,27.0,6,0,0,0,0,Opp Defensive Rebound,2022-23
312,1,0022200015,v,3,98.0,8.0,57,66,9,0,0,0,0,0,2,False,25.0,6,0,0,0,0,Defensive Rebound,2022-23
314,1,0022200015,v,3,90.0,18.0,57,66,9,0,0,0,0,0,2,False,27.0,6,0,0,0,0,Opp Defensive Rebound,2022-23
316,1,0022200015,v,3,72.0,12.0,57,66,9,0,0,0,0,0,0,False,27.0,6,0,0,0,0,Defensive Rebound,2022-23
317,1,0022200015,v,3,60.0,2.700000000000003,57,68,9,2,0,0,0,2,2,False,1.0,8,0,0,0,0,Made FG,2022-23
318,1,0022200015,v,3,57.3,18.099999999999994,59,68,11,0,2,0,0,2,2,False,1.0,-2,0,0,0,0,Opp Made FG,2022-23
321,1,0022200015,v,3,39.2,9.300000000000004,59,71,9,3,0,0,0,5,5,False,28.0,3,0,0,1,0,Made FG,2022-23
326,1,0022200015,v,3,29.9,20.9,61,71,12,0,2,1,0,3,5,False,,-2,0,0,0,0,Opp Made FT,2022-23
327,1,0022200015,v,3,9.0,4.7,61,73,10,2,0,0,0,5,7,False,2.0,2,0,0,0,0,Made FG,2022-23
328,1,0022200015,v,3,4.3,4.1,63,73,12,0,2,0,0,2,5,False,1.0,-2,0,0,0,0,Opp Made FG,2022-23
329,1,0022200015,v,3,0.2,0.2,63,73,10,0,0,0,0,2,5,False,,-2,0,0,0,0,Period End,2022-23
332,1,0022200015,v,4,720.0,19.0,63,73,10,0,0,0,0,0,2,False,16.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
334,1,0022200015,v,4,701.0,18.0,63,73,10,0,0,0,0,0,2,False,24.0,-2,0,0,0,0,Defensive Rebound,2022-23
335,1,0022200015,v,4,683.0,19.0,63,75,10,2,0,0,0,2,2,False,2.0,2,0,0,0,0,Made FG,2022-23
336,1,0022200015,v,4,664.0,10.0,65,75,12,0,2,0,0,2,2,False,1.0,-2,0,0,0,0,Opp Made FG,2022-23
342,1,0022200015,v,4,654.0,19.0,65,78,10,3,0,0,2,5,5,False,,3,0,0,0,0,Made FT,2022-23
343,1,0022200015,v,4,635.0,14.0,67,78,13,0,2,0,0,3,5,False,17.0,-2,0,0,0,0,Opp Made FG,2022-23
344,1,0022200015,v,4,621.0,16.0,67,80,11,2,0,0,0,5,7,False,1.0,2,0,0,0,0,Made FG,2022-23
349,1,0022200015,v,4,605.0,16.0,69,80,13,0,2,1,0,2,5,False,,-2,0,0,0,0,Opp Made FT,2022-23
351,1,0022200015,v,4,589.0,22.0,69,80,11,0,0,0,0,2,5,False,28.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
352,1,0022200015,v,4,567.0,8.0,71,80,11,0,2,0,0,0,2,False,3.0,-4,0,0,0,0,Opp Made FG,2022-23
355,1,0022200015,v,4,559.0,27.0,71,80,9,0,0,0,0,0,2,False,16.0,-4,1,0,0,0,Turnover,2022-23
356,1,0022200015,v,4,532.0,11.0,73,80,9,0,2,0,0,0,0,False,19.0,-6,0,0,0,0,Opp Made FG,2022-23
361,1,0022200015,v,4,521.0,27.0,73,80,7,0,0,0,0,0,0,False,,-6,0,0,1,0,Turnover,2022-23
364,1,0022200015,v,4,494.0,16.0,73,80,7,0,0,0,0,0,0,False,26.0,-6,0,0,0,0,Defensive Rebound,2022-23
365,1,0022200015,v,4,478.0,1.0,73,80,7,0,0,0,0,0,0,False,,-6,0,0,0,0,Turnover,2022-23
366,1,0022200015,v,4,477.0,13.0,76,80,7,0,3,0,0,0,0,False,26.0,-9,0,0,0,0,Opp Made FG,2022-23
370,1,0022200015,v,4,464.0,30.0,78,80,4,0,2,0,0,0,0,False,7.0,-11,0,1,0,0,Opp Made FG,2022-23
375,1,0022200015,v,4,434.0,26.0,78,80,2,0,0,0,0,0,0,False,8.0,-11,0,1,0,0,Defensive Rebound,2022-23
376,1,0022200015,v,4,408.0,4.0,78,80,2,0,0,0,0,0,0,False,,-11,0,0,0,0,Turnover,2022-23
378,1,0022200015,v,4,404.0,2.0,80,80,2,0,2,0,0,0,0,False,1.0,-13,0,0,0,0,Opp Made FG,2022-23
381,1,0022200015,v,4,402.0,12.0,80,80,0,0,0,0,0,0,0,False,,-13,0,0,1,0,Turnover,2022-23
384,1,0022200015,v,4,390.0,11.0,80,80,0,0,0,1,1,0,0,False,,-13,0,0,0,0,Opp Turnover,2022-23
385,1,0022200015,v,4,379.0,12.0,80,82,0,2,0,0,0,2,2,True,4.0,2,0,0,0,0,Made FG,2022-23
387,1,0022200015,v,4,367.0,22.0,80,82,2,0,0,0,0,2,2,False,25.0,2,0,0,0,0,Defensive Rebound,2022-23
389,1,0022200015,v,4,345.0,7.0,80,82,2,0,0,0,0,2,2,False,2.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
394,1,0022200015,v,4,338.0,14.0,82,82,2,0,2,1,0,0,2,False,18.0,-2,0,0,0,0,Opp Made FG,2022-23
396,1,0022200015,v,4,324.0,15.0,82,82,0,0,0,0,0,0,2,False,26.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
398,1,0022200015,v,4,309.0,19.0,82,82,0,0,0,0,0,0,0,False,25.0,-2,0,0,0,0,Defensive Rebound,2022-23
400,1,0022200015,v,4,290.0,16.0,82,82,0,0,0,0,0,0,0,False,24.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
402,1,0022200015,v,4,274.0,23.0,82,82,0,0,0,0,0,0,0,False,27.0,-2,0,0,0,0,Defensive Rebound,2022-23
407,1,0022200015,v,4,251.0,10.0,82,84,0,2,0,0,1,2,2,True,,2,0,0,0,0,Made FT,2022-23
408,1,0022200015,v,4,241.0,17.0,82,84,2,0,0,0,0,2,2,False,,2,0,0,0,0,Opp Turnover,2022-23
411,1,0022200015,v,4,224.0,18.0,82,84,2,0,0,0,0,2,2,False,28.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
414,1,0022200015,v,4,206.0,20.0,84,84,2,0,2,1,0,0,2,False,17.0,-2,0,0,0,1,Opp Made FG,2022-23
416,1,0022200015,v,4,186.0,16.0,84,84,0,0,0,0,0,0,2,False,0.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
418,1,0022200015,v,4,170.0,25.0,84,84,0,0,0,0,0,0,0,False,25.0,-2,0,0,0,0,Defensive Rebound,2022-23
423,1,0022200015,v,4,145.0,20.0,84,84,0,0,0,0,1,0,0,False,,-2,0,0,0,0,Opp Defensive Rebound,2022-23
424,1,0022200015,v,4,125.0,22.0,86,84,0,0,2,0,0,0,0,True,16.0,-4,0,0,0,0,Opp Made FG,2022-23
429,1,0022200015,v,4,103.0,33.0,86,86,-2,2,0,0,0,2,2,False,27.0,2,2,0,0,0,Made FG,2022-23
431,1,0022200015,v,4,70.0,18.0,86,86,0,0,0,0,0,2,2,False,19.0,2,0,0,0,0,Defensive Rebound,2022-23
433,1,0022200015,v,4,52.0,19.0,86,86,0,0,0,0,0,2,2,False,0.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
440,1,0022200015,v,4,33.0,0.10000000000000142,88,86,0,0,2,1,0,0,2,True,,-2,0,0,1,0,Opp Made FT,2022-23
441,1,0022200015,v,4,32.9,8.2,88,89,-2,3,0,0,0,3,5,True,26.0,3,0,0,0,0,Made FG,2022-23
447,1,0022200015,v,4,24.7,22.2,88,89,1,0,0,0,0,3,3,False,3.0,3,0,0,0,2,Defensive Rebound,2022-23
459,1,0022200015,v,4,2.5,2.5,88,90,1,1,0,0,2,4,4,False,22.0,4,2,0,1,0,Period End,2022-23
463,2,0022200033,h,1,720.0,20.0,0,0,0,0,0,0,0,0,0,False,26.0,0,0,0,0,0,Opp Defensive Rebound,2022-23
464,2,0022200033,h,1,700.0,15.0,0,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,Opp Turnover,2022-23
466,2,0022200033,h,1,685.0,5.0,2,0,0,2,0,0,0,2,2,True,3.0,2,0,0,0,0,Made FG,2022-23
468,2,0022200033,h,1,680.0,20.0,2,0,2,0,0,0,0,2,2,False,15.0,2,0,0,0,0,Defensive Rebound,2022-23
470,2,0022200033,h,1,660.0,8.0,2,0,2,0,0,0,0,2,2,False,0.0,2,0,0,0,0,Opp Defensive Rebound,2022-23
471,2,0022200033,h,1,652.0,2.0,2,0,2,0,0,0,0,0,2,False,,2,0,0,0,0,Opp Turnover,2022-23
472,2,0022200033,h,1,650.0,19.0,5,0,2,3,0,0,0,3,5,False,25.0,5,0,0,0,0,Made FG,2022-23
474,2,0022200033,h,1,631.0,16.0,5,0,5,0,0,0,0,3,3,False,26.0,5,0,0,0,0,Defensive Rebound,2022-23
479,2,0022200033,h,1,615.0,8.0,7,0,5,2,0,0,1,5,5,False,7.0,7,0,0,0,0,Made FG,2022-23
490,2,0022200033,h,1,607.0,32.0,9,0,7,2,0,0,1,4,7,False,26.0,9,2,0,0,1,Opp Defensive Rebound,2022-23
494,2,0022200033,h,1,575.0,21.0,9,0,9,0,0,0,0,4,7,False,25.0,9,0,1,0,0,Defensive Rebound,2022-23
498,2,0022200033,h,1,554.0,8.0,11,0,9,2,0,0,1,4,6,False,2.0,11,0,0,0,0,Opp Defensive Rebound,2022-23
499,2,0022200033,h,1,546.0,9.0,11,2,11,0,2,0,0,2,6,False,2.0,-2,0,0,0,0,Opp Made FG,2022-23
500,2,0022200033,h,1,537.0,17.0,14,2,9,3,0,0,0,5,7,False,28.0,3,0,0,0,0,Made FG,2022-23
501,2,0022200033,h,1,520.0,27.0,14,2,12,0,0,0,0,3,5,False,,3,0,0,0,0,Opp Turnover,2022-23
502,2,0022200033,h,1,493.0,21.0,14,2,12,0,0,0,0,3,5,False,,3,0,0,0,0,Turnover,2022-23
504,2,0022200033,h,1,472.0,4.0,14,4,12,0,2,0,0,0,3,False,3.0,-2,0,0,0,0,Opp Made FG,2022-23
506,2,0022200033,h,1,468.0,27.0,14,4,10,0,0,0,0,0,3,False,5.0,-2,0,0,0,0,Opp Defensive Rebound,2022-23
509,2,0022200033,h,1,441.0,11.0,14,6,10,0,2,1,0,0,0,False,,-4,0,0,0,0,Opp Made FT,2022-23
510,2,0022200033,h,1,430.0,17.0,14,6,8,0,0,0,0,0,0,False,,-4,0,0,0,0,Turnover,2022-23
