index,gameNum,gameId,isHome,period,clockStart,duration,scoreHome,scoreAway,scoreDiffStart,pointsScored,pointsAllowed,foulsCommitted,foulsDrawn,pointsLast3,pointsLast5,leadChange,shotDistance,runMagnitude,oRebsGrabbed,oRebsAllowed,timeouts,timeoutsOpp,result
6130,12,0022200180,v,4,667.0,31.0,86,76,-10,0,0,0,0,0,0,False,,-3,0,0,0,0,Defensive Rebound
6131,12,0022200180,v,4,636.0,0.0,86,76,-10,0,0,0,0,0,0,False,,-3,0,0,0,0,Turnover
6132,12,0022200180,v,4,636.0,14.0,88,76,-10,0,2,0,0,0,0,False,17.0,-5,0,0,0,0,Opp Made FG
6133,12,0022200180,v,4,622.0,13.0,88,76,-12,0,0,0,0,0,0,False,,-5,0,0,0,0,Turnover
6135,12,0022200180,v,4,609.0,16.0,88,76,-12,0,0,0,0,0,0,False,,-5,0,0,0,0,Defensive Rebound
6137,12,0022200180,v,4,593.0,11.0,88,76,-12,0,0,0,0,0,0,False,,-5,0,0,0,0,Defensive Rebound
6146,12,0022200180,v,4,582.0,30.0,88,76,-12,0,0,1,0,0,0,False,,-5,0,2,0,0,Defensive Rebound
6148,12,0022200180,v,4,552.0,11.0,88,76,-12,0,0,0,0,0,0,False,,-5,0,0,0,0,Defensive Rebound
6153,12,0022200180,v,4,541.0,11.0,90,76,-12,0,2,1,0,0,0,False,,-7,0,0,0,0,Opp Made FT
6159,12,0022200180,v,4,530.0,14.0,90,76,-14,0,0,0,0,0,0,False,,-7,0,0,1,0,Defensive Rebound
6161,12,0022200180,v,4,516.0,12.0,90,76,-14,0,0,0,0,0,0,False,,-7,0,0,0,0,Defensive Rebound
6163,12,0022200180,v,4,504.0,12.0,90,76,-14,0,0,0,0,0,0,False,,-7,0,0,0,0,Defensive Rebound
6164,12,0022200180,v,4,492.0,6.0,90,76,-14,0,0,0,0,0,0,False,,-7,0,0,0,0,Opp Turnover
6165,12,0022200180,v,4,486.0,12.0,90,78,-14,2,0,0,0,2,2,False,1.0,2,0,0,0,0,Made FG
6166,12,0022200180,v,4,474.0,13.0,92,78,-12,0,2,0,0,2,2,False,2.0,-2,0,0,0,0,Opp Made FG
6167,12,0022200180,v,4,461.0,7.0,92,78,-14,0,0,0,0,2,2,False,,-2,0,0,0,0,Turnover
6170,12,0022200180,v,4,454.0,12.0,94,78,-14,0,2,1,0,0,2,False,,-4,0,0,0,0,Opp Made FT
6171,12,0022200180,v,4,442.0,15.0,94,81,-16,3,0,0,0,3,5,False,27.0,3,0,0,0,0,Made FG
6172,12,0022200180,v,4,427.0,22.0,96,81,-13,0,2,0,0,3,3,False,6.0,-2,0,0,0,0,Opp Made FG
6174,12,0022200180,v,4,405.0,22.0,96,81,-15,0,0,0,0,3,3,False,,-2,0,0,0,0,Defensive Rebound
6175,12,0022200180,v,4,383.0,8.0,99,81,-15,0,3,0,0,0,3,False,26.0,-5,0,0,0,0,Opp Made FG
6180,12,0022200180,v,4,375.0,26.0,99,81,-18,0,0,0,0,0,3,False,,-5,0,0,1,0,Defensive Rebound
6181,12,0022200180,v,4,349.0,0.0,99,81,-18,0,0,0,0,0,0,False,,-5,0,0,0,0,Opp Turnover
6183,12,0022200180,v,4,349.0,13.0,99,81,-18,0,0,0,0,0,0,False,,-5,0,0,0,0,Defensive Rebound
6186,12,0022200180,v,4,336.0,16.0,99,81,-18,0,0,0,0,0,0,False,,-5,0,1,0,0,Opp Turnover
6192,12,0022200180,v,4,320.0,20.0,99,81,-18,0,0,0,0,0,0,False,,-5,1,0,0,0,Defensive Rebound
6193,12,0022200180,v,4,300.0,2.0,99,83,-18,2,0,0,0,2,2,False,10.0,2,0,0,0,0,Made FG
6198,12,0022200180,v,4,298.0,19.0,102,83,-16,0,3,1,0,2,2,False,8.0,-3,0,0,0,0,Opp Made FT
6199,12,0022200180,v,4,279.0,13.0,102,86,-19,3,0,0,0,5,5,False,24.0,3,0,0,0,0,Made FG
6200,12,0022200180,v,4,266.0,17.0,104,86,-16,0,2,0,0,3,5,False,1.0,-2,0,0,0,0,Opp Made FG
6202,12,0022200180,v,4,249.0,17.0,104,86,-18,0,0,0,0,3,5,False,,-2,0,0,0,0,Defensive Rebound
6205,12,0022200180,v,4,232.0,5.0,104,86,-18,0,0,0,0,0,3,False,,-2,0,0,0,0,Defensive Rebound
6207,12,0022200180,v,4,227.0,7.0,104,86,-18,0,0,0,0,0,3,False,,-2,0,0,0,0,Opp Turnover
6211,12,0022200180,v,4,220.0,23.0,104,88,-18,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT
6212,12,0022200180,v,4,197.0,25.0,106,88,-16,0,2,0,0,2,2,False,11.0,-2,0,0,0,0,Opp Made FG
6221,12,0022200180,v,4,172.0,26.0,106,90,-18,2,0,0,1,4,4,False,0.0,2,1,0,0,0,Defensive Rebound
6223,12,0022200180,v,4,146.0,24.0,106,90,-16,0,0,0,0,2,4,False,,2,0,0,0,0,Defensive Rebound
6225,12,0022200180,v,4,122.0,12.0,106,90,-16,0,0,0,0,2,4,False,,2,0,0,0,0,Defensive Rebound
6226,12,0022200180,v,4,110.0,3.0,108,90,-16,0,2,0,0,0,2,False,2.0,-2,0,0,0,0,Opp Made FG
6237,12,0022200180,v,4,107.0,21.0,108,91,-18,1,0,0,2,1,3,False,,1,1,0,0,0,Defensive Rebound
6239,12,0022200180,v,4,86.0,14.0,108,91,-17,0,0,0,0,1,1,False,,1,0,0,0,0,Defensive Rebound
6243,12,0022200180,v,4,72.0,20.799999999999997,108,91,-17,0,0,0,0,1,1,False,,1,0,0,0,0,Defensive Rebound
6244,12,0022200180,v,4,51.2,1.6000000000000014,108,91,-17,0,0,0,0,0,1,False,,1,0,0,0,0,Turnover
6245,12,0022200180,v,4,49.6,6.700000000000003,111,91,-17,0,3,0,0,0,1,False,26.0,-3,0,0,0,0,Opp Made FG
6246,12,0022200180,v,4,42.9,9.199999999999996,111,93,-20,2,0,0,0,2,2,False,1.0,2,0,0,0,0,Made FG
6248,12,0022200180,v,4,33.7,19.900000000000002,111,93,-18,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
6254,12,0022200180,v,4,13.8,9.4,111,93,-18,0,0,0,0,2,2,False,,2,2,0,0,0,Defensive Rebound
6255,12,0022200180,v,4,4.4,4.4,111,93,-18,0,0,0,0,0,2,False,,2,0,0,0,0,Period End
6259,13,0022200204,h,1,720.0,20.0,0,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,Defensive Rebound
6260,13,0022200204,h,1,700.0,6.0,0,2,0,0,2,0,0,0,0,True,0.0,-2,0,0,0,0,Opp Made FG
6261,13,0022200204,h,1,694.0,13.0,0,2,-2,0,0,0,0,0,0,False,,-2,0,0,0,0,Turnover
6263,13,0022200204,h,1,681.0,24.0,0,2,-2,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
6267,13,0022200204,h,1,657.0,15.0,1,2,-2,1,0,0,1,1,1,False,,1,0,0,0,0,Defensive Rebound
6268,13,0022200204,h,1,642.0,9.0,1,4,-1,0,2,0,0,1,1,False,18.0,-2,0,0,0,0,Opp Made FG
6269,13,0022200204,h,1,633.0,12.0,3,4,-3,2,0,0,0,3,3,False,17.0,2,0,0,0,0,Made FG
6270,13,0022200204,h,1,621.0,16.0,3,6,-1,0,2,0,0,2,3,False,6.0,-2,0,0,0,0,Opp Made FG
6272,13,0022200204,h,1,605.0,14.0,3,6,-3,0,0,0,0,2,3,False,,-2,0,0,0,0,Defensive Rebound
6273,13,0022200204,h,1,591.0,6.0,3,9,-3,0,3,0,0,0,2,False,0.0,-5,0,0,0,0,Opp Made FG
6274,13,0022200204,h,1,585.0,12.0,5,9,-6,2,0,0,0,2,4,False,3.0,2,0,0,0,0,Made FG
6275,13,0022200204,h,1,573.0,24.0,5,11,-4,0,2,0,0,2,2,False,10.0,-2,0,0,0,0,Opp Made FG
6276,13,0022200204,h,1,549.0,17.0,7,11,-6,2,0,0,0,4,4,False,3.0,2,0,0,0,0,Made FG
6278,13,0022200204,h,1,532.0,17.0,7,13,-4,0,2,1,0,2,4,False,1.0,-2,0,0,0,0,Opp Made FG
6280,13,0022200204,h,1,515.0,12.0,7,13,-6,0,0,0,0,2,4,False,,-2,0,0,0,0,Defensive Rebound
6283,13,0022200204,h,1,503.0,14.0,7,15,-6,0,2,0,0,0,2,False,2.0,-4,0,1,0,0,Opp Made FG
6292,13,0022200204,h,1,489.0,33.0,10,15,-8,3,0,0,1,3,5,False,3.0,3,2,0,1,0,Made FT
6294,13,0022200204,h,1,456.0,17.0,10,15,-5,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
6295,13,0022200204,h,1,439.0,7.0,10,15,-5,0,0,0,0,3,3,False,,3,0,0,0,0,Turnover
6297,13,0022200204,h,1,432.0,5.0,10,15,-5,0,0,0,0,0,3,False,,3,0,0,0,0,Opp Turnover
6299,13,0022200204,h,1,427.0,16.0,10,15,-5,0,0,0,0,0,3,False,,3,0,0,0,0,Defensive Rebound
6300,13,0022200204,h,1,411.0,5.0,10,17,-5,0,2,0,0,0,0,False,1.0,-2,0,0,0,0,Opp Made FG
6302,13,0022200204,h,1,406.0,18.0,13,17,-7,3,0,0,0,3,3,False,27.0,3,0,0,0,0,Made FG
6304,13,0022200204,h,1,388.0,0.0,13,17,-4,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
6306,13,0022200204,h,1,388.0,23.0,15,17,-4,2,0,0,0,5,5,False,14.0,5,0,0,0,0,Made FG
6308,13,0022200204,h,1,365.0,16.0,15,17,-2,0,0,0,0,2,5,False,,5,0,0,0,0,Defensive Rebound
6309,13,0022200204,h,1,349.0,14.0,17,17,-2,2,0,0,0,4,7,False,16.0,7,0,0,0,0,Made FG
6311,13,0022200204,h,1,335.0,16.0,17,17,0,0,0,0,0,2,4,False,,7,0,0,0,0,Defensive Rebound
6318,13,0022200204,h,1,319.0,15.0,20,17,0,3,0,0,1,5,7,True,3.0,10,0,0,0,0,Made FG
6320,13,0022200204,h,1,304.0,19.0,20,17,3,0,0,0,0,3,5,False,,10,0,0,0,0,Defensive Rebound
6322,13,0022200204,h,1,285.0,13.0,20,17,3,0,0,0,0,3,5,False,,10,0,0,0,0,Defensive Rebound
6323,13,0022200204,h,1,272.0,7.0,20,19,3,0,2,0,0,0,3,False,19.0,-2,0,0,0,0,Opp Made FG
6326,13,0022200204,h,1,265.0,30.0,20,19,1,0,0,0,0,0,3,False,,-2,0,0,0,0,Defensive Rebound
6327,13,0022200204,h,1,235.0,4.0,20,21,1,0,2,0,0,0,0,True,13.0,-4,0,0,0,0,Opp Made FG
6329,13,0022200204,h,1,231.0,23.0,20,21,-1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
6331,13,0022200204,h,1,208.0,10.0,20,21,-1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
6333,13,0022200204,h,1,198.0,9.0,20,21,-1,0,0,1,0,0,0,False,,-4,0,0,0,0,Turnover
6338,13,0022200204,h,1,189.0,18.0,20,21,-1,0,0,0,0,0,0,False,,-4,0,0,0,1,Defensive Rebound
6340,13,0022200204,h,1,171.0,10.0,20,21,-1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
6341,13,0022200204,h,1,161.0,10.0,20,23,-1,0,2,0,0,0,0,False,13.0,-6,0,0,0,0,Opp Made FG
6343,13,0022200204,h,1,151.0,25.0,20,23,-3,0,0,0,0,0,0,False,,-6,0,0,0,0,Defensive Rebound
6348,13,0022200204,h,1,126.0,17.0,20,23,-3,0,0,1,0,0,0,False,,-6,0,0,0,0,Opp Turnover
6352,13,0022200204,h,1,109.0,3.0,22,23,-3,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT
6353,13,0022200204,h,1,106.0,18.0,22,25,-1,0,2,0,0,2,2,False,11.0,-2,0,0,0,0,Opp Made FG
6355,13,0022200204,h,1,88.0,27.0,22,25,-3,0,0,0,0,2,2,False,,-2,0,0,0,0,Defensive Rebound
6358,13,0022200204,h,1,61.0,1.7000000000000028,22,27,-3,0,2,0,0,0,2,False,0.0,-4,0,1,0,0,Opp Made FG
6361,13,0022200204,h,1,59.3,19.299999999999997,24,27,-5,2,0,0,0,2,4,False,10.0,2,1,0,0,0,Made FG
6362,13,0022200204,h,1,40.0,9.7,24,29,-3,0,2,0,0,2,2,False,19.0,-2,0,0,0,0,Opp Made FG
6367,13,0022200204,h,1,30.3,30.3,24,29,-5,0,0,0,0,2,2,False,,-2,2,0,0,0,Period End
6370,13,0022200204,h,2,720.0,22.0,24,29,-5,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
6373,13,0022200204,h,2,698.0,3.0,26,29,-5,2,0,0,1,2,4,False,,2,0,0,0,0,Made FT
6374,13,0022200204,h,2,695.0,13.0,26,31,-3,0,2,0,0,2,2,False,9.0,-2,0,0,0,0,Opp Made FG
6375,13,0022200204,h,2,682.0,11.0,26,31,-5,0,0,0,0,2,2,False,,-2,0,0,0,0,Turnover
6378,13,0022200204,h,2,671.0,15.0,26,31,-5,0,0,1,0,0,2,False,,-2,0,0,0,0,Opp Turnover
6380,13,0022200204,h,2,656.0,17.0,26,31,-5,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
6384,13,0022200204,h,2,639.0,1.0,26,34,-5,0,3,1,0,0,0,False,0.0,-5,0,0,0,0,Opp Made FT
6387,13,0022200204,h,2,638.0,20.0,28,34,-8,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT
6388,13,0022200204,h,2,618.0,23.0,28,36,-6,0,2,0,0,2,2,False,5.0,-2,0,0,0,0,Opp Made FG
6390,13,0022200204,h,2,595.0,14.0,28,36,-8,0,0,0,0,2,2,False,,-2,0,0,0,0,Defensive Rebound
6391,13,0022200204,h,2,581.0,4.0,28,36,-8,0,0,0,0,0,2,False,,-2,0,0,0,0,Opp Turnover
6393,13,0022200204,h,2,577.0,6.0,30,36,-8,2,0,0,0,2,4,False,2.0,2,0,0,0,0,Made FG
6396,13,0022200204,h,2,571.0,22.0,30,36,-6,0,0,0,0,2,2,False,,2,0,1,0,0,Opp Turnover
6401,13,0022200204,h,2,549.0,3.0,32,36,-6,2,0,0,1,4,4,False,,4,0,0,0,0,Made FT
6405,13,0022200204,h,2,546.0,25.0,32,36,-4,0,0,1,0,2,4,False,,4,0,0,0,0,Defensive Rebound
6409,13,0022200204,h,2,521.0,9.0,33,36,-4,1,0,0,1,3,5,False,,5,0,0,0,0,Made FT
6411,13,0022200204,h,2,512.0,21.0,33,36,-3,0,0,0,0,1,3,False,,5,0,0,0,0,Defensive Rebound
6417,13,0022200204,h,2,491.0,5.0,33,36,-3,0,0,0,1,1,3,False,,5,0,0,0,0,Defensive Rebound
6419,13,0022200204,h,2,486.0,14.0,33,36,-3,0,0,0,0,0,1,False,,5,0,0,0,0,Defensive Rebound
6420,13,0022200204,h,2,472.0,9.0,35,36,-3,2,0,0,0,2,3,False,2.0,7,0,0,0,0,Made FG
6421,13,0022200204,h,2,463.0,20.0,35,38,-1,0,2,0,0,2,2,False,3.0,-2,0,0,0,0,Opp Made FG
6427,13,0022200204,h,2,443.0,12.0,36,38,-3,1,0,0,1,3,3,False,,1,0,0,0,0,Made FT
6430,13,0022200204,h,2,431.0,10.0,36,40,-2,0,2,1,0,1,3,False,,-2,0,0,0,0,Opp Made FT
6434,13,0022200204,h,2,421.0,13.0,36,40,-4,0,0,0,0,1,3,False,,-2,0,0,1,0,Defensive Rebound
6435,13,0022200204,h,2,408.0,13.0,36,42,-4,0,2,0,0,0,1,False,17.0,-4,0,0,0,0,Opp Made FG
6440,13,0022200204,h,2,395.0,27.0,36,42,-6,0,0,0,0,0,1,False,,-4,0,1,0,0,Defensive Rebound
6446,13,0022200204,h,2,368.0,5.0,36,42,-6,0,0,0,1,0,0,False,,-4,0,0,0,0,Defensive Rebound
6448,13,0022200204,h,2,363.0,20.0,36,42,-6,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
6450,13,0022200204,h,2,343.0,2.0,36,42,-6,0,0,1,0,0,0,False,,-4,0,0,0,0,Turnover
6451,13,0022200204,h,2,341.0,13.0,36,44,-6,0,2,0,0,0,0,False,11.0,-6,0,0,0,0,Opp Made FG
6452,13,0022200204,h,2,328.0,14.0,38,44,-8,2,0,0,0,2,2,False,1.0,2,0,0,0,0,Made FG
6459,13,0022200204,h,2,314.0,17.0,38,47,-6,0,3,1,0,2,2,False,2.0,-3,0,1,0,0,Opp Made FT
6462,13,0022200204,h,2,297.0,14.0,40,47,-9,2,0,0,1,4,4,False,,2,0,0,0,0,Made FT
6463,13,0022200204,h,2,283.0,17.0,40,49,-7,0,2,0,0,2,4,False,2.0,-2,0,0,0,0,Opp Made FG
6465,13,0022200204,h,2,266.0,21.0,40,49,-9,0,0,0,0,2,4,False,,-2,0,0,0,0,Defensive Rebound
6467,13,0022200204,h,2,245.0,11.0,40,49,-9,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
6468,13,0022200204,h,2,234.0,14.0,42,49,-9,2,0,0,0,2,4,False,3.0,2,0,0,0,0,Made FG
6469,13,0022200204,h,2,220.0,16.0,42,51,-7,0,2,0,0,2,2,False,6.0,-2,0,0,0,0,Opp Made FG
6470,13,0022200204,h,2,204.0,20.0,45,51,-9,3,0,0,0,5,5,False,26.0,3,0,0,0,0,Made FG
6476,13,0022200204,h,2,184.0,18.0,45,54,-6,0,3,0,0,3,5,False,27.0,-3,0,0,0,1,Opp Made FG
6479,13,0022200204,h,2,166.0,23.0,45,54,-9,0,0,0,0,3,5,False,,-3,0,0,0,0,Defensive Rebound
6480,13,0022200204,h,2,143.0,0.0,45,54,-9,0,0,0,0,0,3,False,,-3,0,0,0,0,Turnover
6481,13,0022200204,h,2,143.0,5.0,45,54,-9,0,0,0,0,0,3,False,,-3,0,0,0,0,Opp Turnover
6483,13,0022200204,h,2,138.0,15.0,45,54,-9,0,0,0,0,0,0,False,,-3,0,0,0,0,Defensive Rebound
6485,13,0022200204,h,2,123.0,9.0,45,54,-9,0,0,0,0,0,0,False,,-3,0,0,0,0,Defensive Rebound
6489,13,0022200204,h,2,114.0,9.0,47,54,-9,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT
6490,13,0022200204,h,2,105.0,18.0,47,56,-7,0,2,0,0,2,2,False,1.0,-2,0,0,0,0,Opp Made FG
6491,13,0022200204,h,2,87.0,18.0,47,56,-9,0,0,0,0,2,2,False,,-2,0,0,0,0,Turnover
6495,13,0022200204,h,2,69.0,5.0,47,56,-9,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
6498,13,0022200204,h,2,64.0,4.0,47,58,-9,0,2,1,0,0,2,False,,-4,0,0,0,0,Opp Made FT
6499,13,0022200204,h,2,60.0,6.399999999999999,47,58,-11,0,0,0,0,0,0,False,,-4,0,0,0,0,Turnover
6500,13,0022200204,h,2,53.6,5.600000000000001,47,61,-11,0,3,0,0,0,0,False,0.0,-7,0,0,0,0,Opp Made FG
6501,13,0022200204,h,2,48.0,18.1,50,61,-14,3,0,0,0,3,3,False,24.0,3,0,0,0,0,Made FG
6502,13,0022200204,h,2,29.9,19.599999999999998,50,63,-11,0,2,0,0,3,3,False,1.0,-2,0,0,0,0,Opp Made FG
6505,13,0022200204,h,2,10.3,10.3,50,63,-13,0,0,0,0,3,3,False,,-2,1,0,0,0,Period End
6510,13,0022200204,h,3,720.0,27.0,50,63,-13,0,0,0,0,0,3,False,,-2,0,1,0,0,Defensive Rebound
6513,13,0022200204,h,3,693.0,7.0,53,63,-13,3,0,0,1,3,6,False,1.0,3,0,0,0,0,Made FT
6515,13,0022200204,h,3,686.0,13.0,53,63,-10,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
6517,13,0022200204,h,3,673.0,11.0,53,63,-10,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
6518,13,0022200204,h,3,662.0,4.0,53,66,-10,0,3,0,0,0,3,False,26.0,-3,0,0,0,0,Opp Made FG
6522,13,0022200204,h,3,658.0,34.0,55,66,-13,2,0,0,1,2,5,False,1.0,2,1,0,0,0,Made FG
6524,13,0022200204,h,3,624.0,17.0,55,66,-11,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
6526,13,0022200204,h,3,607.0,3.0,55,66,-11,0,0,1,0,2,2,False,,2,0,0,0,0,Turnover
6527,13,0022200204,h,3,604.0,9.0,55,68,-11,0,2,0,0,0,2,False,11.0,-2,0,0,0,0,Opp Made FG
6531,13,0022200204,h,3,595.0,23.0,56,68,-13,1,0,0,1,1,3,False,,1,0,0,0,0,Defensive Rebound
6537,13,0022200204,h,3,572.0,11.0,56,69,-12,0,1,1,0,1,1,False,,-1,0,1,0,0,Defensive Rebound
6538,13,0022200204,h,3,561.0,7.0,56,69,-13,0,0,0,0,1,1,False,,-1,0,0,0,0,Turnover
6539,13,0022200204,h,3,554.0,11.0,56,69,-13,0,0,0,0,0,1,False,,-1,0,0,0,0,Opp Turnover
6541,13,0022200204,h,3,543.0,15.0,56,69,-13,0,0,0,0,0,1,False,,-1,0,0,0,0,Defensive Rebound
6542,13,0022200204,h,3,528.0,16.0,56,72,-13,0,3,0,0,0,0,False,26.0,-4,0,0,0,0,Opp Made FG
6545,13,0022200204,h,3,512.0,38.0,56,72,-16,0,0,0,0,0,0,False,,-4,1,0,0,0,Turnover
6547,13,0022200204,h,3,474.0,21.0,56,74,-16,0,2,1,0,0,0,False,1.0,-6,0,0,0,0,Opp Made FG
6553,13,0022200204,h,3,453.0,9.0,58,74,-18,2,0,0,1,2,2,False,,2,0,0,1,0,Made FT
6556,13,0022200204,h,3,444.0,11.0,58,76,-16,0,2,1,0,2,2,False,,-2,0,0,0,0,Opp Made FT
6557,13,0022200204,h,3,433.0,12.0,60,76,-18,2,0,0,0,4,4,False,2.0,2,0,0,0,0,Made FG
6559,13,0022200204,h,3,421.0,21.0,60,76,-16,0,0,0,0,2,4,False,,2,0,0,0,0,Defensive Rebound
6560,13,0022200204,h,3,400.0,5.0,62,76,-16,2,0,0,0,4,6,False,16.0,4,0,0,0,0,Made FG
6562,13,0022200204,h,3,395.0,19.0,62,76,-14,0,0,0,0,2,4,False,,4,0,0,0,0,Defensive Rebound
6563,13,0022200204,h,3,376.0,8.0,65,76,-14,3,0,0,0,5,7,False,27.0,7,0,0,0,0,Made FG
6566,13,0022200204,h,3,368.0,13.0,65,78,-11,0,2,0,0,3,5,False,13.0,-2,0,0,0,1,Opp Made FG
6569,13,0022200204,h,3,355.0,29.0,65,78,-13,0,0,0,0,3,5,False,,-2,1,0,0,0,Turnover
6570,13,0022200204,h,3,326.0,18.0,65,81,-13,0,3,0,0,0,3,False,25.0,-5,0,0,0,0,Opp Made FG
6576,13,0022200204,h,3,308.0,8.0,66,81,-16,1,0,0,1,1,4,False,,1,0,0,0,0,Made FT
6581,13,0022200204,h,3,300.0,5.0,66,83,-15,0,2,1,0,1,1,False,,-2,0,0,0,0,Opp Made FT
6585,13,0022200204,h,3,295.0,11.0,69,83,-17,3,0,0,1,4,4,False,3.0,3,0,0,0,0,Made FT
6590,13,0022200204,h,3,284.0,25.0,69,85,-14,0,2,1,0,3,4,False,,-2,0,1,0,0,Opp Made FT
6591,13,0022200204,h,3,259.0,14.0,71,85,-16,2,0,0,0,5,6,False,2.0,2,0,0,0,0,Made FG
6594,13,0022200204,h,3,245.0,20.0,71,87,-14,0,2,0,0,2,5,False,2.0,-2,0,1,0,0,Opp Made FG
6597,13,0022200204,h,3,225.0,9.0,73,87,-16,2,0,0,1,4,7,False,,2,0,0,0,0,Made FT
6600,13,0022200204,h,3,216.0,20.0,73,89,-14,0,2,0,0,2,4,False,0.0,-2,0,1,0,0,Opp Made FG
6602,13,0022200204,h,3,196.0,19.0,73,89,-16,0,0,0,0,2,4,False,,-2,0,0,0,0,Defensive Rebound
6603,13,0022200204,h,3,177.0,4.0,73,89,-16,0,0,0,0,0,2,False,,-2,0,0,0,0,Opp Turnover
6612,13,0022200204,h,3,173.0,12.0,75,89,-16,2,0,0,1,2,4,False,,2,1,0,0,0,Made FT
6614,13,0022200204,h,3,161.0,17.0,75,89,-14,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
6615,13,0022200204,h,3,144.0,16.0,77,89,-14,2,0,0,0,4,4,False,11.0,4,0,0,0,0,Made FG
6618,13,0022200204,h,3,128.0,29.0,77,89,-12,0,0,0,0,2,4,False,,4,0,0,0,0,Defensive Rebound
6626,13,0022200204,h,3,99.0,2.0,77,90,-12,0,1,2,0,2,4,False,,-1,0,0,0,0,Defensive Rebound
6627,13,0022200204,h,3,97.0,13.0,77,90,-13,0,0,0,0,0,2,False,,-1,0,0,0,0,Turnover
6632,13,0022200204,h,3,84.0,18.0,77,90,-13,0,0,0,0,0,2,False,,-1,0,1,0,0,Defensive Rebound
6633,13,0022200204,h,3,66.0,2.0,77,90,-13,0,0,0,0,0,0,False,,-1,0,0,0,0,Turnover
6636,13,0022200204,h,3,64.0,6.5,77,92,-13,0,2,1,0,0,0,False,,-3,0,0,0,0,Opp Made FT
6638,13,0022200204,h,3,57.5,12.700000000000003,77,92,-15,0,0,0,0,0,0,False,,-3,0,0,0,0,Defensive Rebound
6640,13,0022200204,h,3,44.8,15.599999999999998,77,92,-15,0,0,0,0,0,0,False,,-3,0,0,0,0,Defensive Rebound
6641,13,0022200204,h,3,29.2,5.099999999999998,80,92,-15,3,0,0,0,3,3,False,27.0,3,0,0,0,0,Made FG
6644,13,0022200204,h,3,24.1,17.1,80,94,-12,0,2,1,0,3,3,False,,-2,0,0,0,0,Opp Made FT
6648,13,0022200204,h,3,7.0,7.0,80,94,-14,0,0,0,0,3,3,False,,-2,0,1,0,0,Period End
6650,13,0022200204,h,4,720.0,4.0,80,94,-14,0,0,0,0,0,3,False,,-2,0,0,0,0,Turnover
6651,13,0022200204,h,4,716.0,10.0,80,96,-14,0,2,0,0,0,3,False,8.0,-4,0,0,0,0,Opp Made FG
6653,13,0022200204,h,4,706.0,21.0,80,96,-16,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
6655,13,0022200204,h,4,685.0,13.0,80,96,-16,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
6658,13,0022200204,h,4,672.0,2.0,82,96,-16,2,0,0,1,2,2,False,,2,0,0,0,0,Made FT
6660,13,0022200204,h,4,670.0,24.0,82,96,-14,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
6662,13,0022200204,h,4,646.0,11.0,82,96,-14,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
6664,13,0022200204,h,4,635.0,13.0,82,96,-14,0,0,0,0,0,2,False,,2,0,0,0,0,Defensive Rebound
6665,13,0022200204,h,4,622.0,13.0,82,96,-14,0,0,0,0,0,2,False,,2,0,0,0,0,Turnover
6668,13,0022200204,h,4,609.0,15.0,82,98,-14,0,2,0,0,0,0,False,0.0,-2,0,1,0,0,Opp Made FG
6673,13,0022200204,h,4,594.0,19.0,85,98,-16,3,0,0,1,3,3,False,2.0,3,1,0,0,0,Made FT
6674,13,0022200204,h,4,575.0,20.0,85,100,-13,0,2,0,0,3,3,False,17.0,-2,0,0,0,0,Opp Made FG
6676,13,0022200204,h,4,555.0,15.0,85,100,-15,0,0,0,0,3,3,False,,-2,0,0,0,0,Defensive Rebound
6677,13,0022200204,h,4,540.0,1.0,85,102,-15,0,2,0,0,0,3,False,2.0,-4,0,0,0,0,Opp Made FG
6682,13,0022200204,h,4,539.0,25.0,85,102,-17,0,0,0,0,0,3,False,,-4,0,0,1,0,Defensive Rebound
