index,gameNum,gameId,isHome,period,clockStart,duration,scoreHome,scoreAway,scoreDiffStart,pointsScored,pointsAllowed,foulsCommitted,foulsDrawn,pointsLast3,pointsLast5,leadChange,shotDistance,runMagnitude,oRebsGrabbed,oRebsAllowed,timeouts,timeoutsOpp,result
3,1,0022200015,v,1,720.0,16.0,0,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,Defensive Rebound
4,1,0022200015,v,1,704.0,8.0,2,0,0,0,2,0,0,0,0,True,14.0,-2,0,0,0,0,Opp Made FG
5,1,0022200015,v,1,696.0,15.0,2,2,-2,2,0,0,0,2,2,False,23.0,2,0,0,0,0,Made FG
9,1,0022200015,v,1,681.0,19.0,4,2,0,0,2,1,0,2,2,True,1.0,-2,0,0,0,0,Defensive Rebound
10,1,0022200015,v,1,662.0,11.0,4,5,-2,3,0,0,0,5,5,True,28.0,3,0,0,0,0,Made FG
12,1,0022200015,v,1,651.0,28.0,4,5,1,0,0,0,0,3,5,False,,3,0,0,0,0,Defensive Rebound
13,1,0022200015,v,1,623.0,7.0,4,7,1,2,0,0,0,5,7,False,21.0,5,0,0,0,0,Made FG
14,1,0022200015,v,1,616.0,11.0,6,7,3,0,2,0,0,2,5,False,7.0,-2,0,0,0,0,Opp Made FG
15,1,0022200015,v,1,605.0,15.0,6,10,1,3,0,0,0,5,8,False,27.0,3,0,0,0,0,Made FG
18,1,0022200015,v,1,590.0,21.0,8,10,4,0,2,0,0,3,5,False,0.0,-2,0,1,0,0,Opp Made FG
20,1,0022200015,v,1,569.0,29.0,8,10,2,0,0,0,0,3,5,False,,-2,0,0,0,0,Defensive Rebound
22,1,0022200015,v,1,540.0,11.0,8,10,2,0,0,0,0,0,3,False,,-2,0,0,0,0,Defensive Rebound
25,1,0022200015,v,1,529.0,5.0,8,13,2,3,0,0,1,3,6,False,3.0,3,0,0,0,0,Made FT
27,1,0022200015,v,1,524.0,26.0,11,13,5,0,3,1,0,3,3,False,25.0,-3,0,0,0,0,Opp Made FG
29,1,0022200015,v,1,498.0,17.0,11,16,2,3,0,0,1,6,6,False,0.0,3,0,0,0,0,Made FG
30,1,0022200015,v,1,481.0,28.0,11,16,5,0,0,0,0,3,6,False,,3,0,0,0,0,Opp Turnover
32,1,0022200015,v,1,453.0,3.0,11,18,5,2,0,0,0,5,8,False,1.0,5,0,0,0,0,Made FG
37,1,0022200015,v,1,450.0,27.0,11,18,7,0,0,0,0,2,5,False,,5,1,0,0,0,Defensive Rebound
39,1,0022200015,v,1,423.0,8.0,11,18,7,0,0,0,0,2,5,False,,5,0,0,0,0,Defensive Rebound
41,1,0022200015,v,1,415.0,13.0,11,18,7,0,0,0,0,0,2,False,,5,0,0,1,0,Turnover
45,1,0022200015,v,1,402.0,23.0,11,18,7,0,0,1,0,0,2,False,,5,0,0,0,0,Defensive Rebound
47,1,0022200015,v,1,379.0,14.0,11,18,7,0,0,0,0,0,0,False,,5,0,0,0,0,Defensive Rebound
49,1,0022200015,v,1,365.0,16.0,11,18,7,0,0,0,0,0,0,False,,5,0,0,0,0,Defensive Rebound
50,1,0022200015,v,1,349.0,13.0,11,18,7,0,0,0,0,0,0,False,,5,0,0,0,0,Turnover
52,1,0022200015,v,1,336.0,3.0,13,18,7,0,2,0,0,0,0,False,2.0,-2,0,0,0,0,Opp Made FG
54,1,0022200015,v,1,333.0,21.0,13,18,5,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
55,1,0022200015,v,1,312.0,6.0,13,18,5,0,0,0,0,0,0,False,,-2,0,0,0,0,Opp Turnover
59,1,0022200015,v,1,306.0,21.0,13,21,5,3,0,0,0,3,3,False,28.0,3,0,0,0,0,Made FG
62,1,0022200015,v,1,285.0,27.0,16,21,8,0,3,0,0,3,3,False,26.0,-3,0,1,0,0,Opp Made FG
63,1,0022200015,v,1,258.0,17.0,16,23,5,2,0,0,0,5,5,False,17.0,2,0,0,0,0,Made FG
78,1,0022200015,v,1,241.0,53.0,16,25,7,2,0,0,0,4,7,False,18.0,4,1,2,0,1,Made FG
79,1,0022200015,v,1,188.0,28.0,19,25,9,0,3,0,0,4,7,False,26.0,-3,0,0,0,0,Opp Made FG
81,1,0022200015,v,1,160.0,18.0,19,25,6,0,0,0,0,2,4,False,,-3,0,0,0,0,Defensive Rebound
85,1,0022200015,v,1,142.0,12.0,21,25,6,0,2,1,0,0,4,False,,-5,0,0,0,0,Opp Made FT
87,1,0022200015,v,1,130.0,19.0,21,25,4,0,0,0,0,0,2,False,,-5,0,0,0,0,Defensive Rebound
91,1,0022200015,v,1,111.0,6.0,22,25,4,0,1,1,0,0,0,False,,-6,0,0,0,0,Opp Made FT
94,1,0022200015,v,1,105.0,25.0,22,28,3,3,0,0,0,3,3,False,28.0,3,1,0,0,0,Made FG
99,1,0022200015,v,1,80.0,22.200000000000003,22,28,6,0,0,0,0,3,3,False,,3,1,0,0,0,Defensive Rebound
101,1,0022200015,v,1,57.8,15.899999999999999,22,28,6,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
102,1,0022200015,v,1,41.9,11.599999999999998,22,30,6,2,0,0,0,2,5,False,20.0,5,0,0,0,0,Made FG
103,1,0022200015,v,1,30.3,23.5,24,30,8,0,2,0,0,2,5,False,2.0,-2,0,0,0,0,Opp Made FG
104,1,0022200015,v,1,6.8,6.2,24,30,6,0,0,0,0,2,2,False,,-2,0,0,0,0,Turnover
106,1,0022200015,v,1,0.6,0.6,24,30,6,0,0,0,0,0,2,False,,-2,0,0,0,0,Period End
108,1,0022200015,v,2,720.0,16.0,27,30,6,0,3,0,0,0,2,False,24.0,-5,0,0,0,0,Opp Made FG
110,1,0022200015,v,2,704.0,27.0,27,30,3,0,0,0,0,0,0,False,,-5,0,0,0,0,Defensive Rebound
111,1,0022200015,v,2,677.0,6.0,29,30,3,0,2,0,0,0,0,False,11.0,-7,0,0,0,0,Opp Made FG
112,1,0022200015,v,2,671.0,13.0,29,32,1,2,0,0,0,2,2,False,2.0,2,0,0,0,0,Made FG
114,1,0022200015,v,2,658.0,19.0,29,32,3,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
116,1,0022200015,v,2,639.0,8.0,29,32,3,0,0,1,0,2,2,False,,2,0,0,0,0,Turnover
121,1,0022200015,v,2,631.0,26.0,31,32,3,0,2,0,0,0,2,False,13.0,-2,0,0,0,0,Opp Made FG
122,1,0022200015,v,2,605.0,12.0,31,35,1,3,0,0,0,3,5,False,24.0,3,0,0,0,0,Made FG
124,1,0022200015,v,2,593.0,23.0,31,35,4,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
126,1,0022200015,v,2,570.0,14.0,31,35,4,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
127,1,0022200015,v,2,556.0,14.0,31,35,4,0,0,0,0,0,3,False,,3,0,0,0,0,Opp Turnover
130,1,0022200015,v,2,542.0,30.0,31,35,4,0,0,0,1,0,3,False,,3,0,0,0,0,Defensive Rebound
131,1,0022200015,v,2,512.0,15.0,33,35,4,0,2,0,0,0,0,False,9.0,-2,0,0,0,0,Opp Made FG
135,1,0022200015,v,2,497.0,18.0,33,36,2,1,0,0,1,1,1,False,,1,0,0,0,0,Made FT
139,1,0022200015,v,2,479.0,25.0,33,36,3,0,0,0,0,1,1,False,,1,0,1,0,0,Defensive Rebound
140,1,0022200015,v,2,454.0,6.0,33,38,3,2,0,0,0,3,3,False,4.0,3,0,0,0,0,Made FG
141,1,0022200015,v,2,448.0,23.0,33,38,5,0,0,0,0,2,3,False,,3,0,0,0,0,Opp Turnover
145,1,0022200015,v,2,425.0,21.0,33,38,5,0,0,0,0,2,3,False,,3,0,0,0,0,Turnover
148,1,0022200015,v,2,404.0,8.0,33,38,5,0,0,0,0,0,2,False,,3,0,0,0,0,Defensive Rebound
150,1,0022200015,v,2,396.0,14.0,33,38,5,0,0,0,0,0,2,False,,3,0,0,0,0,Defensive Rebound
159,1,0022200015,v,2,382.0,10.0,33,38,5,0,0,1,1,0,0,False,,3,0,0,0,1,Opp Turnover
161,1,0022200015,v,2,372.0,22.0,33,38,5,0,0,0,0,0,0,False,,3,0,0,0,0,Defensive Rebound
162,1,0022200015,v,2,350.0,12.0,35,38,5,0,2,0,0,0,0,False,2.0,-2,0,0,0,0,Opp Made FG
164,1,0022200015,v,2,338.0,23.0,35,38,3,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
166,1,0022200015,v,2,315.0,11.0,35,38,3,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
168,1,0022200015,v,2,304.0,10.0,35,38,3,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
169,1,0022200015,v,2,294.0,3.0,37,38,3,0,2,0,0,0,0,False,1.0,-4,0,0,0,0,Opp Made FG
171,1,0022200015,v,2,291.0,20.0,37,38,1,0,0,1,0,0,0,False,,-4,0,0,0,0,Turnover
173,1,0022200015,v,2,271.0,23.0,37,38,1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
175,1,0022200015,v,2,248.0,8.0,37,38,1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
177,1,0022200015,v,2,240.0,12.0,37,38,1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
183,1,0022200015,v,2,228.0,14.0,37,38,1,0,0,0,0,0,0,False,,-4,0,0,1,0,Defensive Rebound
185,1,0022200015,v,2,214.0,12.0,37,38,1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
186,1,0022200015,v,2,202.0,13.0,37,41,1,3,0,0,0,3,3,False,25.0,3,0,0,0,0,Made FG
187,1,0022200015,v,2,189.0,19.0,39,41,4,0,2,0,0,3,3,False,2.0,-2,0,0,0,0,Opp Made FG
189,1,0022200015,v,2,170.0,17.0,39,41,2,0,0,0,0,3,3,False,,-2,0,0,0,0,Defensive Rebound
190,1,0022200015,v,2,153.0,16.0,41,41,2,0,2,0,0,0,3,False,15.0,-4,0,0,0,0,Opp Made FG
192,1,0022200015,v,2,137.0,21.0,41,41,0,0,0,0,0,0,3,False,,-4,0,0,0,0,Defensive Rebound
196,1,0022200015,v,2,116.0,18.0,41,44,0,3,0,0,0,3,3,True,26.0,3,1,0,0,0,Made FG
198,1,0022200015,v,2,98.0,21.0,43,44,3,0,2,0,0,3,3,False,13.0,-2,0,0,0,0,Opp Made FG
199,1,0022200015,v,2,77.0,19.1,43,47,1,3,0,0,0,6,6,False,26.0,3,0,0,0,0,Made FG
200,1,0022200015,v,2,57.9,18.9,45,47,4,0,2,0,0,3,6,False,9.0,-2,0,0,0,0,Opp Made FG
201,1,0022200015,v,2,39.0,10.2,45,47,2,0,0,0,0,3,6,False,,-2,0,0,0,0,Turnover
206,1,0022200015,v,2,28.8,23.8,45,47,2,0,0,0,0,0,3,False,,-2,0,0,0,0,Defensive Rebound
210,1,0022200015,v,2,5.0,5.0,45,47,2,0,0,0,0,0,3,False,,-2,0,1,0,0,Period End
215,1,0022200015,v,3,720.0,26.0,45,50,2,3,0,0,0,3,3,False,26.0,3,1,0,0,0,Made FG
217,1,0022200015,v,3,694.0,27.0,45,50,5,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
219,1,0022200015,v,3,667.0,12.0,45,50,5,0,0,0,1,3,3,False,,3,0,0,0,0,Turnover
223,1,0022200015,v,3,655.0,11.0,47,50,5,0,2,1,0,0,3,False,,-2,0,0,0,0,Opp Made FT
224,1,0022200015,v,3,644.0,10.0,47,52,3,2,0,0,0,2,5,False,2.0,2,0,0,0,0,Made FG
225,1,0022200015,v,3,634.0,18.0,49,52,5,0,2,0,0,2,2,False,12.0,-2,0,0,0,0,Opp Made FG
227,1,0022200015,v,3,616.0,16.0,49,52,3,0,0,0,0,2,2,False,,-2,0,0,0,0,Defensive Rebound
228,1,0022200015,v,3,600.0,9.0,51,52,3,0,2,0,0,0,2,False,14.0,-4,0,0,0,0,Opp Made FG
232,1,0022200015,v,3,591.0,41.0,51,52,1,0,0,0,0,0,2,False,,-4,1,0,0,0,Defensive Rebound
234,1,0022200015,v,3,550.0,14.0,51,52,1,0,0,0,0,0,0,False,,-4,0,0,0,0,Defensive Rebound
235,1,0022200015,v,3,536.0,5.0,51,54,1,2,0,0,0,2,2,False,1.0,2,0,0,0,0,Made FG
237,1,0022200015,v,3,531.0,24.0,51,54,3,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
240,1,0022200015,v,3,507.0,3.0,51,54,3,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
243,1,0022200015,v,3,504.0,11.0,51,54,3,0,0,0,1,0,2,False,,2,0,0,0,0,Defensive Rebound
244,1,0022200015,v,3,493.0,6.0,53,54,3,0,2,0,0,0,2,False,4.0,-2,0,0,0,0,Opp Made FG
247,1,0022200015,v,3,487.0,27.0,53,54,1,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
248,1,0022200015,v,3,460.0,0.0,53,54,1,0,0,0,0,0,0,False,,-2,0,0,0,0,Turnover
253,1,0022200015,v,3,460.0,35.0,53,54,1,0,0,0,0,0,0,False,,-2,1,0,0,0,Defensive Rebound
257,1,0022200015,v,3,425.0,19.0,53,54,1,0,0,0,0,0,0,False,,-2,0,1,0,0,Defensive Rebound
264,1,0022200015,v,3,406.0,3.0,53,55,1,1,0,0,1,1,1,False,,1,0,0,0,1,Made FT
265,1,0022200015,v,3,403.0,14.0,55,55,2,0,2,0,0,1,1,False,1.0,-2,0,0,0,0,Opp Made FG
267,1,0022200015,v,3,389.0,19.0,55,55,0,0,0,0,0,1,1,False,,-2,0,0,0,0,Defensive Rebound
268,1,0022200015,v,3,370.0,8.0,55,55,0,0,0,0,0,0,1,False,,-2,0,0,0,0,Opp Turnover
270,1,0022200015,v,3,362.0,15.0,55,58,0,3,0,0,0,3,4,True,26.0,3,0,0,0,0,Made FG
271,1,0022200015,v,3,347.0,10.0,55,58,3,0,0,0,0,3,3,False,,3,0,0,0,0,Opp Turnover
274,1,0022200015,v,3,337.0,7.0,55,58,3,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
279,1,0022200015,v,3,330.0,25.0,55,58,3,0,0,1,0,0,3,False,,3,0,0,0,1,Defensive Rebound
280,1,0022200015,v,3,305.0,20.0,55,60,3,2,0,0,0,2,5,False,2.0,5,0,0,0,0,Made FG
282,1,0022200015,v,3,285.0,23.0,55,60,5,0,0,0,0,2,2,False,,5,0,0,0,0,Defensive Rebound
284,1,0022200015,v,3,262.0,11.0,55,60,5,0,0,0,0,2,2,False,,5,0,0,0,0,Defensive Rebound
285,1,0022200015,v,3,251.0,3.0,57,60,5,0,2,0,0,0,2,False,1.0,-2,0,0,0,0,Opp Made FG
288,1,0022200015,v,3,248.0,27.0,57,62,3,2,0,0,0,2,4,False,0.0,2,1,0,0,0,Made FG
290,1,0022200015,v,3,221.0,10.0,57,62,5,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
300,1,0022200015,v,3,211.0,23.0,57,62,5,0,0,0,0,2,2,False,,2,1,0,0,0,Defensive Rebound
302,1,0022200015,v,3,188.0,9.0,57,62,5,0,0,0,0,0,2,False,,2,0,0,0,0,Defensive Rebound
303,1,0022200015,v,3,179.0,15.0,57,64,5,2,0,0,0,2,4,False,14.0,4,0,0,0,0,Made FG
304,1,0022200015,v,3,164.0,19.0,57,64,7,0,0,0,0,2,2,False,,4,0,0,0,0,Opp Turnover
306,1,0022200015,v,3,145.0,11.0,57,66,7,2,0,0,0,4,4,False,5.0,6,0,0,0,0,Made FG
308,1,0022200015,v,3,134.0,26.0,57,66,9,0,0,0,0,2,4,False,,6,0,0,0,0,Defensive Rebound
310,1,0022200015,v,3,108.0,10.0,57,66,9,0,0,0,0,2,4,False,,6,0,0,0,0,Defensive Rebound
312,1,0022200015,v,3,98.0,8.0,57,66,9,0,0,0,0,0,2,False,,6,0,0,0,0,Defensive Rebound
314,1,0022200015,v,3,90.0,18.0,57,66,9,0,0,0,0,0,2,False,,6,0,0,0,0,Defensive Rebound
316,1,0022200015,v,3,72.0,12.0,57,66,9,0,0,0,0,0,0,False,,6,0,0,0,0,Defensive Rebound
317,1,0022200015,v,3,60.0,2.700000000000003,57,68,9,2,0,0,0,2,2,False,1.0,8,0,0,0,0,Made FG
318,1,0022200015,v,3,57.3,18.099999999999994,59,68,11,0,2,0,0,2,2,False,1.0,-2,0,0,0,0,Opp Made FG
321,1,0022200015,v,3,39.2,9.300000000000004,59,71,9,3,0,0,0,5,5,False,28.0,3,0,0,1,0,Made FG
326,1,0022200015,v,3,29.9,20.9,61,71,12,0,2,1,0,3,5,False,,-2,0,0,0,0,Opp Made FT
327,1,0022200015,v,3,9.0,4.7,61,73,10,2,0,0,0,5,7,False,2.0,2,0,0,0,0,Made FG
328,1,0022200015,v,3,4.3,4.1,63,73,12,0,2,0,0,2,5,False,1.0,-2,0,0,0,0,Opp Made FG
329,1,0022200015,v,3,0.2,0.2,63,73,10,0,0,0,0,2,5,False,,-2,0,0,0,0,Period End
332,1,0022200015,v,4,720.0,19.0,63,73,10,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
334,1,0022200015,v,4,701.0,18.0,63,73,10,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
335,1,0022200015,v,4,683.0,19.0,63,75,10,2,0,0,0,2,2,False,2.0,2,0,0,0,0,Made FG
336,1,0022200015,v,4,664.0,10.0,65,75,12,0,2,0,0,2,2,False,1.0,-2,0,0,0,0,Opp Made FG
342,1,0022200015,v,4,654.0,19.0,65,78,10,3,0,0,2,5,5,False,,3,0,0,0,0,Made FT
343,1,0022200015,v,4,635.0,14.0,67,78,13,0,2,0,0,3,5,False,17.0,-2,0,0,0,0,Opp Made FG
344,1,0022200015,v,4,621.0,16.0,67,80,11,2,0,0,0,5,7,False,1.0,2,0,0,0,0,Made FG
349,1,0022200015,v,4,605.0,16.0,69,80,13,0,2,1,0,2,5,False,,-2,0,0,0,0,Opp Made FT
351,1,0022200015,v,4,589.0,22.0,69,80,11,0,0,0,0,2,5,False,,-2,0,0,0,0,Defensive Rebound
352,1,0022200015,v,4,567.0,8.0,71,80,11,0,2,0,0,0,2,False,3.0,-4,0,0,0,0,Opp Made FG
355,1,0022200015,v,4,559.0,27.0,71,80,9,0,0,0,0,0,2,False,,-4,1,0,0,0,Turnover
356,1,0022200015,v,4,532.0,11.0,73,80,9,0,2,0,0,0,0,False,19.0,-6,0,0,0,0,Opp Made FG
361,1,0022200015,v,4,521.0,27.0,73,80,7,0,0,0,0,0,0,False,,-6,0,0,1,0,Turnover
364,1,0022200015,v,4,494.0,16.0,73,80,7,0,0,0,0,0,0,False,,-6,0,0,0,0,Defensive Rebound
365,1,0022200015,v,4,478.0,1.0,73,80,7,0,0,0,0,0,0,False,,-6,0,0,0,0,Turnover
366,1,0022200015,v,4,477.0,13.0,76,80,7,0,3,0,0,0,0,False,26.0,-9,0,0,0,0,Opp Made FG
370,1,0022200015,v,4,464.0,30.0,78,80,4,0,2,0,0,0,0,False,2.0,-11,0,1,0,0,Opp Made FG
375,1,0022200015,v,4,434.0,26.0,78,80,2,0,0,0,0,0,0,False,,-11,0,1,0,0,Defensive Rebound
376,1,0022200015,v,4,408.0,4.0,78,80,2,0,0,0,0,0,0,False,,-11,0,0,0,0,Turnover
378,1,0022200015,v,4,404.0,2.0,80,80,2,0,2,0,0,0,0,False,1.0,-13,0,0,0,0,Opp Made FG
381,1,0022200015,v,4,402.0,12.0,80,80,0,0,0,0,0,0,0,False,,-13,0,0,1,0,Turnover
384,1,0022200015,v,4,390.0,11.0,80,80,0,0,0,1,1,0,0,False,,-13,0,0,0,0,Opp Turnover
385,1,0022200015,v,4,379.0,12.0,80,82,0,2,0,0,0,2,2,True,4.0,2,0,0,0,0,Made FG
387,1,0022200015,v,4,367.0,22.0,80,82,2,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
389,1,0022200015,v,4,345.0,7.0,80,82,2,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
394,1,0022200015,v,4,338.0,14.0,82,82,2,0,2,1,0,0,2,False,18.0,-2,0,0,0,0,Opp Made FG
396,1,0022200015,v,4,324.0,15.0,82,82,0,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
398,1,0022200015,v,4,309.0,19.0,82,82,0,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
400,1,0022200015,v,4,290.0,16.0,82,82,0,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
402,1,0022200015,v,4,274.0,23.0,82,82,0,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
407,1,0022200015,v,4,251.0,10.0,82,84,0,2,0,0,1,2,2,True,,2,0,0,0,0,Made FT
408,1,0022200015,v,4,241.0,17.0,82,84,2,0,0,0,0,2,2,False,,2,0,0,0,0,Opp Turnover
411,1,0022200015,v,4,224.0,18.0,82,84,2,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
414,1,0022200015,v,4,206.0,20.0,84,84,2,0,2,1,0,0,2,False,17.0,-2,0,0,0,1,Opp Made FG
416,1,0022200015,v,4,186.0,16.0,84,84,0,0,0,0,0,0,2,False,,-2,0,0,0,0,Defensive Rebound
418,1,0022200015,v,4,170.0,25.0,84,84,0,0,0,0,0,0,0,False,,-2,0,0,0,0,Defensive Rebound
423,1,0022200015,v,4,145.0,20.0,84,84,0,0,0,0,1,0,0,False,,-2,0,0,0,0,Defensive Rebound
424,1,0022200015,v,4,125.0,22.0,86,84,0,0,2,0,0,0,0,True,16.0,-4,0,0,0,0,Opp Made FG
429,1,0022200015,v,4,103.0,33.0,86,86,-2,2,0,0,0,2,2,False,2.0,2,2,0,0,0,Made FG
431,1,0022200015,v,4,70.0,18.0,86,86,0,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
433,1,0022200015,v,4,52.0,19.0,86,86,0,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
440,1,0022200015,v,4,33.0,0.10000000000000142,88,86,0,0,2,1,0,0,2,True,,-2,0,0,1,0,Opp Made FT
441,1,0022200015,v,4,32.9,8.2,88,89,-2,3,0,0,0,3,5,True,26.0,3,0,0,0,0,Made FG
447,1,0022200015,v,4,24.7,22.2,88,89,1,0,0,0,0,3,3,False,,3,0,0,0,2,Defensive Rebound
459,1,0022200015,v,4,2.5,2.5,88,90,1,1,0,0,2,4,4,False,,4,2,0,1,0,Period End
463,2,0022200033,h,1,720.0,20.0,0,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,Defensive Rebound
464,2,0022200033,h,1,700.0,15.0,0,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,Opp Turnover
466,2,0022200033,h,1,685.0,5.0,2,0,0,2,0,0,0,2,2,True,3.0,2,0,0,0,0,Made FG
468,2,0022200033,h,1,680.0,20.0,2,0,2,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
470,2,0022200033,h,1,660.0,8.0,2,0,2,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
471,2,0022200033,h,1,652.0,2.0,2,0,2,0,0,0,0,0,2,False,,2,0,0,0,0,Opp Turnover
472,2,0022200033,h,1,650.0,19.0,5,0,2,3,0,0,0,3,5,False,25.0,5,0,0,0,0,Made FG
474,2,0022200033,h,1,631.0,16.0,5,0,5,0,0,0,0,3,3,False,,5,0,0,0,0,Defensive Rebound
479,2,0022200033,h,1,615.0,8.0,9,0,5,4,0,0,1,7,7,False,7.0,9,0,0,0,0,Made FG
490,2,0022200033,h,1,607.0,32.0,11,0,9,2,0,0,1,6,9,False,2.0,11,2,0,0,1,Defensive Rebound
494,2,0022200033,h,1,575.0,21.0,11,0,11,0,0,0,0,6,9,False,,11,0,1,0,0,Defensive Rebound
498,2,0022200033,h,1,554.0,8.0,13,0,11,2,0,0,1,4,8,False,2.0,13,0,0,0,0,Defensive Rebound
499,2,0022200033,h,1,546.0,9.0,13,2,13,0,2,0,0,2,8,False,2.0,-2,0,0,0,0,Opp Made FG
500,2,0022200033,h,1,537.0,17.0,16,2,11,3,0,0,0,5,7,False,28.0,3,0,0,0,0,Made FG
501,2,0022200033,h,1,520.0,27.0,16,2,14,0,0,0,0,3,5,False,,3,0,0,0,0,Opp Turnover
502,2,0022200033,h,1,493.0,21.0,16,2,14,0,0,0,0,3,5,False,,3,0,0,0,0,Turnover
504,2,0022200033,h,1,472.0,4.0,16,4,14,0,2,0,0,0,3,False,3.0,-2,0,0,0,0,Opp Made FG
506,2,0022200033,h,1,468.0,27.0,16,4,12,0,0,0,0,0,3,False,,-2,0,0,0,0,Defensive Rebound
509,2,0022200033,h,1,441.0,11.0,16,6,12,0,2,1,0,0,0,False,,-4,0,0,0,0,Opp Made FT
510,2,0022200033,h,1,430.0,17.0,16,6,10,0,0,0,0,0,0,False,,-4,0,0,0,0,Turnover
515,2,0022200033,h,1,413.0,4.0,16,8,10,0,2,1,0,0,0,False,,-6,0,0,0,0,Opp Made FT
516,2,0022200033,h,1,409.0,10.0,16,8,8,0,0,0,0,0,0,False,,-6,0,0,0,0,Turnover
517,2,0022200033,h,1,399.0,9.0,16,10,8,0,2,0,0,0,0,False,17.0,-8,0,0,0,0,Opp Made FG
518,2,0022200033,h,1,390.0,16.0,19,10,6,3,0,0,0,3,3,False,26.0,3,0,0,0,0,Made FG
520,2,0022200033,h,1,374.0,20.0,19,10,9,0,0,0,0,3,3,False,,3,0,0,0,0,Defensive Rebound
527,2,0022200033,h,1,354.0,13.0,21,10,9,2,0,0,1,5,5,False,2.0,5,0,0,0,0,Made FG
528,2,0022200033,h,1,341.0,18.0,21,13,11,0,3,0,0,2,5,False,27.0,-3,0,0,0,0,Opp Made FG
529,2,0022200033,h,1,323.0,9.0,24,13,8,3,0,0,0,5,8,False,25.0,3,0,0,0,0,Made FG
535,2,0022200033,h,1,314.0,17.0,24,13,11,0,0,0,0,3,5,False,,3,0,2,0,0,Defensive Rebound
538,2,0022200033,h,1,297.0,22.0,24,13,11,0,0,0,0,3,5,False,,3,0,0,0,0,Defensive Rebound
544,2,0022200033,h,1,275.0,11.0,24,13,11,0,0,1,0,0,3,False,,3,0,1,0,0,Defensive Rebound
545,2,0022200033,h,1,264.0,18.0,27,13,11,3,0,0,0,3,6,False,27.0,6,0,0,0,0,Made FG
546,2,0022200033,h,1,246.0,24.0,27,16,14,0,3,0,0,3,3,False,28.0,-3,0,0,0,0,Opp Made FG
548,2,0022200033,h,1,222.0,17.0,27,16,11,0,0,0,0,3,3,False,,-3,0,0,0,0,Defensive Rebound
549,2,0022200033,h,1,205.0,6.0,27,16,11,0,0,0,0,0,3,False,,-3,0,0,0,0,Opp Turnover
551,2,0022200033,h,1,199.0,6.0,29,16,11,2,0,0,0,2,5,False,1.0,2,0,0,0,0,Made FG
554,2,0022200033,h,1,193.0,12.0,29,16,13,0,0,0,0,2,2,False,,2,0,0,0,0,Defensive Rebound
559,2,0022200033,h,1,181.0,15.0,31,16,13,2,0,0,0,4,4,False,3.0,4,1,0,0,0,Made FG
560,2,0022200033,h,1,166.0,17.0,31,18,15,0,2,0,0,2,4,False,3.0,-2,0,0,0,0,Opp Made FG
565,2,0022200033,h,1,149.0,16.0,34,18,13,3,0,0,0,5,7,False,24.0,3,0,0,1,0,Made FG
567,2,0022200033,h,1,133.0,24.0,34,21,16,0,3,1,0,3,5,False,28.0,-3,0,0,0,0,Opp Made FG
569,2,0022200033,h,1,109.0,16.0,34,21,13,0,0,0,0,3,5,False,,-3,0,0,0,0,Defensive Rebound
571,2,0022200033,h,1,93.0,12.0,34,21,13,0,0,0,0,0,3,False,,-3,0,0,0,0,Defensive Rebound
